,Correlation,Adj. P-val,Name,Interacting Cell Type Pathway 1,Interacting Cell Type Pathway 2
1,-0.26688973207346,1.3323509271414374e-09,send GALECTIN receive SELL,"EoBaso prog, Mono prog, CLP, NK cells, B cell, Neutro prog, Dendritic cells, small preB, GranMono prog, GMP, Neutrophils, CMP, lin, large preB, LMPPs, T cells, Monocytes","Osteo, Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, EryMk prog, Dendritic cells, GranMono prog, MEP, MPP, lin, CLP, Monocytes, Mono prog, B cell, small preB, Fibroblasts, Ery prog, GMP, CMP, Osteoblasts, T cells"
22,-0.2664900301071402,1.412733965425438e-09,send CCL receive IL2,Neutro prog,"Neutrophils, Monocytes"
24,-0.26575697802561715,1.5725744411897165e-09,send CD34 send PSAP,Schwanncells,ECSinusoidal
19,-0.2606999777436196,3.2651696268837364e-09,receive ANGPTL send CCL,"MSPCAdipo, MEP, Osteoblasts, MSPCOsteo, ECSinusoidal","Neutrophils, Monocytes"
27,-0.255070468989967,7.2324848950650816e-09,receive IL7 receive KIT,"MSPCAdipo, MSPCOsteo, Pericytes","ECArteriolar, ECArteriar, MSPCAdipo"
28,-0.2538658343762816,8.553222570107316e-09,send CD52 receive IGF,"MSPCAdipo, Osteo, Fibroblasts, MSPCOsteo, Pericytes","small preB, Neutro prog, B cell, Dendritic cells, proB, CLP"
25,-0.24540161635634158,2.7130538289067488e-08,send PARs receive PTN,"Schwanncells, Osteo, Osteoblasts","Mk prog, EryMk prog, Ery prog, MEP, HSC, Myofibroblasts, ECArteriolar, ECSinusoidal"
34,-0.24298299325787587,3.744221513841979e-08,send CD34 receive IL7,MSPCAdipo,ECSinusoidal
23,-0.24137776351923254,4.6280540762504586e-08,send PSAP receive SELL,"EoBaso prog, Mono prog, CLP, NK cells, B cell, Neutro prog, Dendritic cells, small preB, GranMono prog, Neutrophils, CMP, large preB, LMPPs, T cells, Monocytes",Schwanncells
29,-0.2409978130959452,4.865058360772118e-08,receive IL7 send PARs,MSPCAdipo,"Mk prog, EryMk prog, Ery prog, MEP, HSC, Myofibroblasts, ECArteriolar, ECSinusoidal"
37,-0.2399528159741868,5.5789796853917075e-08,receive MK send PARs,"MSPCAdipo, Osteo, MSPCOsteo","Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
35,-0.23761407566367201,7.562226902648025e-08,send CD34 receive PTN,"Schwanncells, Osteo, Osteoblasts",ECSinusoidal
17,-0.2372930642043657,7.882678927880202e-08,send MHC-I send PARs,"T cells, NK cells","Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
40,-0.23535806183300767,1.0110546590621634e-07,send APP receive MK,"MSPCAdipo, Osteo, MSPCOsteo","B cell, Dendritic cells, CLP"
39,-0.23506283724554755,1.049990741331288e-07,send CD34 receive MK,"MSPCAdipo, Osteo, MSPCOsteo",ECSinusoidal
43,-0.23322074500876327,1.3276779369092653e-07,send CD52 receive KIT,"MSPCAdipo, ECArteriar, ECArteriolar, MSPCOsteo, Pericytes","small preB, Neutro prog, B cell, Dendritic cells, proB, CLP"
42,-0.2329831067433387,1.3682888149094298e-07,receive MK send VISTA,"MSPCAdipo, Osteo, MSPCOsteo",Schwanncells
21,-0.2329495046117227,1.3741270016568447e-07,send GALECTIN send VISTA,"Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, Dendritic cells, EryMk prog, GranMono prog, MEP, MPP, lin, CLP, Monocytes, Mono prog, B cell, small preB, Ery prog, Schwanncells, GMP, CMP, T cells","Schwanncells, Osteo, Fibroblasts, Osteoblasts"
32,-0.23227776937449837,1.4960050890662527e-07,receive IL7 receive SELL,"Mono prog, CLP, NK cells, B cell, Neutro prog, Dendritic cells, small preB, GranMono prog, Neutrophils, CMP, LMPPs, T cells, Monocytes",MSPCAdipo
20,-0.23200409310887943,1.5485925772452652e-07,send GALECTIN send PARs,"Mk prog, Osteo, Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, EryMk prog, MEP, GranMono prog, Dendritic cells, MPP, lin, CLP, Monocytes, Mono prog, B cell, small preB, Fibroblasts, Ery prog, GMP, CMP, Myofibroblasts, Osteoblasts, T cells","Osteo, Mk prog, LMPPs, EoBaso prog, EryMk prog, MEP, GranMono prog, Dendritic cells, MPP, lin, CLP, ECArteriolar, B cell, ECSinusoidal, Fibroblasts, Ery prog, GMP, CMP, Myofibroblasts, Osteoblasts"
48,-0.23041912487769448,1.8900220826055628e-07,send APP receive PTN,"Schwanncells, Osteoblasts, Osteo","B cell, Dendritic cells, CLP"
50,-0.2288915899556738,2.2870362177886806e-07,send IL16 receive KIT,"MSPCAdipo, ECArteriar, ECArteriolar, MSPCOsteo, Pericytes",Dendritic cells
31,-0.22741284115169128,2.747173700185324e-07,send CD52 receive PARs,"EoBaso prog, Mono prog, NK cells, Neutro prog, B cell, Dendritic cells, GranMono prog, GMP, MPP, lin, CMP, Neutrophils, HSC, CLP, LMPPs, Monocytes","small preB, Neutro prog, B cell, Dendritic cells, proB, CLP"
36,-0.22328925246420878,4.550441071786646e-07,receive PTN receive SELL,"Mono prog, CLP, NK cells, B cell, Neutro prog, Dendritic cells, small preB, GranMono prog, Neutrophils, CMP, LMPPs, T cells, Monocytes","Schwanncells, Osteo, Osteoblasts"
38,-0.222133277460376,5.232942180708696e-07,receive MK receive SELL,"Mono prog, CLP, NK cells, B cell, Neutro prog, Dendritic cells, small preB, GranMono prog, Neutrophils, CMP, LMPPs, T cells, Monocytes","MSPCAdipo, Osteo, MSPCOsteo"
53,-0.22127196960197715,5.804373689107029e-07,send MHC-II send PARs,"Mk prog, EryMk prog, Ery prog, Dendritic cells","Dendritic cells, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
54,-0.21903680018028032,7.580818670599549e-07,receive PTN send VISTA,"Schwanncells, Osteo, Osteoblasts",Schwanncells
46,-0.21827184955815743,8.300857581169235e-07,send GALECTIN send GRN,Schwanncells,"Osteoblasts, Osteo, Fibroblasts"
55,-0.2177414702370288,8.838171640298308e-07,receive FN1 send PARs,"Chondrocytes, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo, Monocytes","Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
57,-0.2162257499792202,1.0564086912863516e-06,receive IL7 send VISTA,MSPCAdipo,Schwanncells
59,-0.2126385104970954,1.6031285778326746e-06,receive IGF receive IL7,MSPCAdipo,"MSPCAdipo, Fibroblasts"
60,-0.2126347385983041,1.6038257647512647e-06,receive IL7 receive IGF,"Osteo, MSPCOsteo, Pericytes",MSPCAdipo
30,-0.2124284809792888,1.6423953623163802e-06,receive CD52 receive SELL,"Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, Dendritic cells, GranMono prog, MPP, lin, HSC, large preB, proB, CLP, Monocytes, Mono prog, B cell, small preB, GMP, CMP, T cells","Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, Dendritic cells, GranMono prog, MPP, lin, HSC, large preB, proB, CLP, Monocytes, Mono prog, B cell, GMP, CMP, T cells"
61,-0.21130393270979192,1.8688183957393295e-06,send LAIR1 receive THBS,"Chondrocytes, Osteo, Fibroblasts, Neutrophils, Osteoblasts, Smoothmuscle, MSPCOsteo",Monocytes
63,-0.21078805105091275,1.9824231096142435e-06,send APP receive IL7,MSPCAdipo,"B cell, Dendritic cells, CLP"
47,-0.21032536504233063,2.089914723037025e-06,send CD34 receive CD52,"Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, Dendritic cells, GranMono prog, MPP, lin, HSC, large preB, proB, CLP, Monocytes, Mono prog, B cell, GMP, CMP, T cells",ECSinusoidal
64,-0.21020881433020813,2.117859331597623e-06,send APP receive TENASCIN,"MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo","B cell, Dendritic cells, CLP"
62,-0.20933997771981416,2.337742899053803e-06,receive ANGPTL receive ICAM,"MSPCAdipo, EoBaso prog, EryMk prog, MEP, Osteoblasts, MSPCOsteo, ECSinusoidal","MSPCAdipo, MEP, ECArteriar, Osteoblasts, MSPCOsteo, ECSinusoidal"
49,-0.2092968124221603,2.3492182501319684e-06,receive PARs receive TENASCIN,"EoBaso prog, Mono prog, Neutro prog, NK cells, B cell, Dendritic cells, GranMono prog, GMP, MPP, lin, CMP, Neutrophils, HSC, CLP, LMPPs, Monocytes","MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo"
68,-0.20697861262880132,3.051267331491322e-06,send GRN receive IL7,MSPCAdipo,Schwanncells
65,-0.20662482248736244,3.174665297704288e-06,receive FN1 receive KIT,"MSPCAdipo, Pericytes, Osteo, Fibroblasts, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, Monocytes","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, Pericytes"
44,-0.20603977438257792,3.389258889685872e-06,receive ANGPTL receive PARs,"Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, Dendritic cells, MEP, GranMono prog, MPP, lin, HSC, CLP, Monocytes, Mono prog, B cell, small preB, GMP, CMP, T cells","MSPCAdipo, MEP, lin, CLP, Osteoblasts, MSPCOsteo, ECSinusoidal"
71,-0.20352800732229848,4.478561541848556e-06,send COMPLEMENT receive PTN,"Schwanncells, Osteoblasts, Osteo","Neutrophils, Monocytes"
2,-0.20272975601892515,4.889791886475622e-06,send CCL send GALECTIN,"EoBaso prog, Mono prog, small preB, NK cells, Neutro prog, B cell, Dendritic cells, EryMk prog, GranMono prog, GMP, Neutrophils, CMP, lin, MPP, LMPPs, T cells, Monocytes","Osteo, Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, EryMk prog, Dendritic cells, GranMono prog, MEP, MPP, lin, CLP, Monocytes, Mono prog, B cell, Fibroblasts, Ery prog, GMP, CMP, Osteoblasts"
72,-0.20235252820943467,5.0964436281074e-06,send LAIR1 receive TENASCIN,"MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo",Monocytes
9,-0.20234700138856962,5.099532408435632e-06,send CCL receive MK,"MSPCAdipo, Osteo, MSPCOsteo","Mono prog, NK cells, GranMono prog, Neutrophils, lin, Monocytes"
41,-0.2011430181621035,5.816741717255712e-06,send COMPLEMENT send GALECTIN,"small preB, NK cells, Neutro prog, Neutrophils, T cells, Monocytes","EoBaso prog, Mono prog, NK cells, Osteo, B cell, Fibroblasts, EryMk prog, Dendritic cells, GranMono prog, Neutro prog, GMP, Neutrophils, CMP, MPP, Osteoblasts, LMPPs, Monocytes"
76,-0.19971529219199216,6.792133215923698e-06,receive IGF send PSAP,"MSPCAdipo, Osteo, Fibroblasts, MSPCOsteo, Pericytes",Schwanncells
73,-0.19900050796456353,7.337235143101247e-06,receive COLLAGEN send PARs,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes","Mk prog, EryMk prog, Ery prog, MEP, HSC, Myofibroblasts, ECArteriolar, ECSinusoidal"
79,-0.19859070618580268,7.668308260511459e-06,receive KIT send PSAP,"MSPCAdipo, ECArteriar, ECArteriolar, MSPCOsteo, Pericytes",Schwanncells
45,-0.19831426620006978,7.89963141804952e-06,send GRN send GALECTIN,"Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, EryMk prog, Dendritic cells, GranMono prog, MEP, MPP, lin, CLP, Monocytes, Mono prog, B cell, small preB, Ery prog, GMP, CMP, T cells",Schwanncells
70,-0.198043643525251,8.132518902923518e-06,receive KIT receive THBS,"MSPCAdipo, Osteo, Fibroblasts, Neutrophils, ECArteriar, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, Pericytes"
83,-0.19669460136020497,9.394421080855424e-06,send PSAP send PARs,"EryMk prog, Mk prog, Ery prog, MEP",Schwanncells
84,-0.19669460136020497,9.394421080855424e-06,send PARs send PSAP,Schwanncells,"ECArteriolar, Myofibroblasts, ECSinusoidal"
67,-0.19575708643609596,1.0378957147612666e-05,send CCL receive COLLAGEN,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes","Neutrophils, Monocytes"
81,-0.19495409604323297,1.1299598818978946e-05,send APP receive THBS,"Chondrocytes, Osteo, Fibroblasts, Neutrophils, Osteoblasts, Smoothmuscle, MSPCOsteo","B cell, Dendritic cells, CLP"
82,-0.194543339910816,1.1800083042783396e-05,send CCL send IL16,"Neutrophils, Monocytes",Dendritic cells
88,-0.19422351696913573,1.2204303021248085e-05,send GRN receive IL2,Neutro prog,Schwanncells
87,-0.19379408497353204,1.2767815051773984e-05,send CD52 send PARs,"small preB, Neutro prog, B cell, Mk prog, Dendritic cells, Ery prog, EryMk prog, MEP, HSC, proB, CLP","B cell, Mk prog, Dendritic cells, MEP, Ery prog, EryMk prog, HSC, Myofibroblasts, CLP, ECArteriolar, ECSinusoidal"
75,-0.19378580550195576,1.2778919035996667e-05,send CD34 send CD52,"small preB, Neutro prog, B cell, Dendritic cells, HSC, proB, CLP",ECSinusoidal
58,-0.19331467746308323,1.3426126336430216e-05,send COMPLEMENT send MHC-I,"T cells, NK cells, Neutrophils","NK cells, Neutrophils, Monocytes"
77,-0.19225473777630833,1.499803811476914e-05,send CD34 receive THBS,"Chondrocytes, Osteo, Fibroblasts, Neutrophils, Osteoblasts, Smoothmuscle, MSPCOsteo",ECSinusoidal
85,-0.19215676719952016,1.5151849048234356e-05,receive CCL receive TENASCIN,"B cell, Neutrophils, Monocytes","MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo"
26,-0.19119916097205789,1.673633251152526e-05,receive GALECTIN send MIF,"EoBaso prog, small preB, Neutro prog, Mk prog, Erythroblasts, Ery prog, EryMk prog, MEP, GMP, CMP, lin, proB, CLP, ECArteriolar, LMPPs, Monocytes","B cell, Fibroblasts, Dendritic cells, Myofibroblasts, CLP"
94,-0.1905409951356881,1.7915317431047577e-05,receive IL2 send PARs,Neutro prog,"Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
95,-0.19042569071297052,1.8129821146943907e-05,send IL16 receive IGF,"MSPCAdipo, Osteo, Fibroblasts, MSPCOsteo, Pericytes",Dendritic cells
89,-0.18911521129416492,2.074553187151179e-05,send ANGPT receive ANGPTL,"MSPCAdipo, MEP, Osteoblasts, MSPCOsteo, ECSinusoidal","ECArteriolar, ECArteriar, ECSinusoidal"
96,-0.18884469772699644,2.132834591877009e-05,send APP receive ANGPTL,"MSPCAdipo, MEP, Osteoblasts, MSPCOsteo, ECSinusoidal","B cell, Dendritic cells, CLP"
93,-0.188348070062119,2.2438992347578602e-05,send LIGHT receive PTN,"Schwanncells, Osteo, Osteoblasts","Osteoblasts, Chondrocytes, MSPCOsteo, ECSinusoidal"
92,-0.18834596849582075,2.244380678930728e-05,receive ANGPTL send LIGHT,"MSPCAdipo, MEP, Osteoblasts, MSPCOsteo, ECSinusoidal","Osteoblasts, Chondrocytes, MSPCOsteo, ECSinusoidal"
69,-0.18801344058326788,2.321806109868945e-05,send CD52 receive SELL,"EoBaso prog, Mono prog, small preB, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, Neutrophils, CMP, CLP, T cells, LMPPs, Monocytes","small preB, Neutro prog, B cell, Dendritic cells, HSC, proB, CLP"
102,-0.18724110284281462,2.5115291268139046e-05,receive ANGPTL send LAIR1,"MSPCAdipo, MEP, Osteoblasts, MSPCOsteo, ECSinusoidal",Monocytes
78,-0.18685807625516512,2.610985342319173e-05,receive IL7 receive PARs,"EoBaso prog, Mono prog, Neutro prog, NK cells, B cell, Dendritic cells, GranMono prog, GMP, MPP, lin, CMP, Neutrophils, HSC, LMPPs, Monocytes",MSPCAdipo
51,-0.1868132438332402,2.6228676229391463e-05,receive APP send PARs,"MSPCAdipo, Mono prog, Chondrocytes, Neutro prog, Osteo, Fibroblasts, GranMono prog, Monocytes, Schwanncells, Neutrophils, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes","Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
13,-0.18673711765457962,2.6431614550921133e-05,send CCL receive THBS,"Chondrocytes, Osteo, Fibroblasts, Neutrophils, Osteoblasts, Smoothmuscle, MSPCOsteo","Mono prog, NK cells, GranMono prog, Neutrophils, lin, Monocytes"
91,-0.1857685912445583,2.914699069708896e-05,receive KIT receive PTN,"Schwanncells, Osteo, Osteoblasts, Pericytes","MSPCAdipo, Osteo, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, Pericytes"
74,-0.18539745326830634,3.0255954066206098e-05,receive COLLAGEN receive PARs,"EoBaso prog, Mono prog, Neutro prog, NK cells, B cell, Dendritic cells, GranMono prog, GMP, MPP, lin, HSC, CMP, Neutrophils, CLP, LMPPs, Monocytes","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes"
98,-0.18484922556432573,3.1967449091049925e-05,send ANGPT receive THBS,"Chondrocytes, Osteo, Fibroblasts, Neutrophils, Osteoblasts, Smoothmuscle, MSPCOsteo","ECArteriolar, ECArteriar, ECSinusoidal"
105,-0.18424973394569893,3.3943803238792994e-05,receive TENASCIN send VISTA,"MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo",Schwanncells
106,-0.1840599848996431,3.459308791278484e-05,send LCK send PARs,T cells,"Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
104,-0.18401394764296516,3.475238188539368e-05,send APP receive FN1,"Chondrocytes, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo, Monocytes","B cell, Dendritic cells, CLP"
101,-0.18400883220049952,3.47701246896963e-05,receive THBS send VISTA,"Chondrocytes, Osteo, Fibroblasts, Neutrophils, Osteoblasts, Smoothmuscle, MSPCOsteo",Schwanncells
86,-0.1838784783932091,3.5225158778821304e-05,receive PARs receive THBS,"EoBaso prog, Mono prog, small preB, Neutro prog, NK cells, B cell, Dendritic cells, GranMono prog, GMP, CMP, lin, MPP, Neutrophils, T cells, HSC, CLP, LMPPs, Monocytes","Osteo, Neutrophils, LMPPs, Smoothmuscle, MSPCOsteo, EoBaso prog, NK cells, Neutro prog, Dendritic cells, GranMono prog, MPP, lin, HSC, CLP, Monocytes, Mono prog, Chondrocytes, B cell, Fibroblasts, GMP, CMP, Osteoblasts"
97,-0.1835530215518145,3.6385987255888306e-05,receive CCL receive PTN,"B cell, Neutrophils, Monocytes","Schwanncells, Osteo, Osteoblasts"
66,-0.1828902787623593,3.8862715749229235e-05,send APP send GALECTIN,"EoBaso prog, Mono prog, small preB, NK cells, B cell, Dendritic cells, EryMk prog, GranMono prog, Neutrophils, T cells, CMP, CLP, LMPPs, Monocytes","Osteo, B cell, Fibroblasts, Dendritic cells, CMP, CLP, Osteoblasts"
33,-0.18149406541740679,4.4612175810942206e-05,receive APP send GALECTIN,"Mono prog, Neutro prog, GranMono prog, Monocytes, GMP, MPP, Neutrophils, lin, Myofibroblasts, Smoothmuscle, Pericytes","Osteo, Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, Dendritic cells, EryMk prog, GranMono prog, MPP, lin, CLP, Monocytes, Mono prog, B cell, small preB, Fibroblasts, GMP, CMP, Osteoblasts, T cells"
52,-0.18103700341321985,4.6662902464453734e-05,receive CCL send GALECTIN,"MSPCAdipo, B cell, Neutrophils, Monocytes","EoBaso prog, Mono prog, small preB, NK cells, Osteo, Fibroblasts, B cell, EryMk prog, Dendritic cells, GranMono prog, Neutrophils, T cells, CMP, Osteoblasts, LMPPs, Monocytes"
80,-0.18078721495231811,4.782098198405047e-05,receive SELL receive THBS,"Mono prog, CLP, NK cells, B cell, Neutro prog, Dendritic cells, small preB, GranMono prog, Neutrophils, CMP, LMPPs, T cells, Monocytes","Mono prog, Chondrocytes, NK cells, Osteo, Fibroblasts, Dendritic cells, B cell, GranMono prog, CLP, Neutro prog, Neutrophils, CMP, LMPPs, Osteoblasts, Smoothmuscle, MSPCOsteo, Monocytes"
111,-0.1805812281878133,4.8796371614690644e-05,receive IL7 send LIGHT,MSPCAdipo,"Osteoblasts, Chondrocytes, MSPCOsteo, ECSinusoidal"
110,-0.18043573351004244,4.9496617351280775e-05,send GRN receive PTN,"Schwanncells, Osteoblasts, Osteo",Schwanncells
112,-0.179819766679275,5.256775177271929e-05,send LIGHT receive TENASCIN,"MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo","Osteoblasts, Chondrocytes, MSPCOsteo, ECSinusoidal"
107,-0.17754035064124482,6.557116664024665e-05,receive CCL receive MK,"B cell, Neutrophils, Monocytes","MSPCAdipo, Osteo, MSPCOsteo"
100,-0.17664052599726018,7.149596473907516e-05,send CCL receive FN1,"Chondrocytes, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo, Monocytes","Neutrophils, Monocytes"
56,-0.1747378045182155,8.57267309224862e-05,receive APP send MIF,"Mono prog, Neutro prog, GranMono prog, Monocytes, GMP, Neutrophils, MPP, lin, Myofibroblasts, Smoothmuscle, Pericytes","B cell, Fibroblasts, Dendritic cells, Myofibroblasts, CLP"
99,-0.17291874752607805,0.00010179281328387131,receive PTN receive PARs,"EoBaso prog, Mono prog, Neutro prog, NK cells, B cell, Dendritic cells, GranMono prog, GMP, MPP, lin, CMP, HSC, LMPPs, Monocytes","Schwanncells, Osteo, Osteoblasts"
119,-0.1719005712463911,0.00011198157859873251,send LIGHT receive MK,"MSPCAdipo, Osteo, MSPCOsteo","Osteoblasts, Chondrocytes, MSPCOsteo, ECSinusoidal"
121,-0.17120819558297365,0.00011944983967455782,send ANGPT receive TENASCIN,"MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo","ECArteriolar, ECArteriar, ECSinusoidal"
120,-0.1709778396582126,0.00012203664891263221,receive ICAM receive TENASCIN,"MSPCAdipo, EoBaso prog, Osteo, Fibroblasts, EryMk prog, Osteoblasts, MSPCOsteo","MSPCAdipo, Osteo, Fibroblasts, ECArteriar, Osteoblasts, MSPCOsteo, ECSinusoidal"
90,-0.17080268081760389,0.00012403875817660473,send ANGPTL send GALECTIN,"Osteo, Neutrophils, Smoothmuscle, LMPPs, MSPCOsteo, Pericytes, EoBaso prog, Neutro prog, NK cells, EryMk prog, Dendritic cells, GranMono prog, MEP, MPP, lin, large preB, proB, CLP, Monocytes, MSPCAdipo, Mono prog, B cell, small preB, Fibroblasts, GMP, CMP, Myofibroblasts, Osteoblasts, T cells","Osteo, Neutrophils, Smoothmuscle, LMPPs, MSPCOsteo, Pericytes, EoBaso prog, Neutro prog, NK cells, EryMk prog, Dendritic cells, GranMono prog, MEP, MPP, lin, large preB, proB, ECArteriar, CLP, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, B cell, ECSinusoidal, small preB, Fibroblasts, GMP, CMP, Myofibroblasts, Osteoblasts, T cells"
118,-0.17076648028023345,0.00012445637032509844,send COMPLEMENT receive MK,"MSPCAdipo, Osteo, MSPCOsteo","Neutrophils, Monocytes"
113,-0.17067098355945365,0.000125564377205908,send PSAP receive PARs,"EoBaso prog, Mono prog, Neutro prog, NK cells, B cell, GranMono prog, GMP, MPP, CMP, lin, LMPPs, Monocytes",Schwanncells
