,Correlation,Adj. P-val,Name,Interacting Cell Type Pathway 1,Interacting Cell Type Pathway 2
82,0.1492270950044428,0.0008161205477343789,receive ANGPTL receive GRN,"MSPCAdipo, Osteo, Pericytes, Dendritic cells, Osteoblasts, MSPCOsteo, Monocytes","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo, Pericytes"
86,0.14969905477556333,0.0007851541308410015,send ANGPTL send MIF,"MSPCAdipo, small preB, B cell, Fibroblasts, Dendritic cells, Osteo, large preB, proB, Myofibroblasts, CLP, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes","MSPCAdipo, Chondrocytes, B cell, Fibroblasts, Osteo, Dendritic cells, ECArteriar, Myofibroblasts, CLP, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes"
81,0.15021274983456626,0.0007526874994087922,send MHC-I receive SEMA4,"Osteoblasts, B cell, Dendritic cells, Monocytes",T cells
93,0.15078397425452847,0.0007180469707812852,send CCL send MHC-I,T cells,Monocytes
90,0.15097450632151357,0.000706825055934509,receive LAMININ receive SELPLG,"NK cells, MEP","MSPCAdipo, Osteo, Fibroblasts, MEP, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes"
24,0.1511560895961558,0.000696281617640311,send ANNEXIN receive GALECTIN,"Mk prog, EryMk prog, Ery prog, MEP, CMP, CLP, LMPPs",Neutrophils
57,0.15175025331052155,0.0006627920711333729,receive BAFF send ICAM,Neutrophils,"NK cells, Dendritic cells, Neutrophils, Monocytes"
48,0.15207507131985354,0.0006451214592551629,receive CD39 receive SELPLG,"EoBaso prog, Mono prog, small preB, Neutro prog, NK cells, Dendritic cells, GranMono prog, GMP, CMP, lin, MPP, T cells, CLP, LMPPs, Monocytes","Smoothmuscle, ECArteriar"
8,0.15261432562558036,0.0006167468705643855,receive CD39 send SELL,"Smoothmuscle, ECArteriar","Mono prog, GranMono prog, GMP, MPP, CMP, ECArteriar, ECArteriolar, LMPPs"
5,0.15262264971726133,0.0006163180883520346,receive ESAM receive SELPLG,"proB, B cell, Neutrophils","HSC, ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes"
4,0.15262264971726133,0.0006163180883520346,send ESAM receive SELPLG,"proB, B cell, Neutrophils","HSC, ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes"
83,0.1527078166148457,0.0006119469184012166,send IL16 send SELPLG,"small preB, Neutro prog, Dendritic cells","CMP, Dendritic cells, CLP"
38,0.1548687945811476,0.0005102083891997989,receive BAFF receive CD34,Neutrophils,"Neutro prog, Fibroblasts, HSC, lin, CLP"
92,0.15492640513762898,0.0005077247731559003,receive PDGF send SELPLG,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes","Mono prog, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, HSC, CMP, Neutrophils, ECSinusoidal, CLP, T cells, LMPPs, Monocytes"
87,0.15520083419105754,0.0004960475185403065,send MHC-II send PECAM1,"EoBaso prog, GranMono prog, Dendritic cells, LMPPs","Smoothmuscle, Dendritic cells"
88,0.15520083419105754,0.0004960475185403065,send MHC-II receive PECAM1,"EoBaso prog, Dendritic cells, GranMono prog, LMPPs, Smoothmuscle",Dendritic cells
105,0.15563837738901493,0.0004779447617090532,send MHC-I receive PECAM1,LMPPs,T cells
106,0.15563837738901495,0.00047794476170905326,send MHC-I send PECAM1,T cells,LMPPs
107,0.15624478126483213,0.00045386987854838907,receive IFN-II send MIF,NK cells,"B cell, Fibroblasts, Dendritic cells, Myofibroblasts, CLP"
67,0.15639034267262705,0.00044826132481927275,send ANGPT receive GALECTIN,"Mk prog, Erythroblasts, EryMk prog, CMP, CLP, LMPPs","ECArteriolar, ECArteriar, ECSinusoidal"
110,0.1565715549322854,0.0004413692391521492,receive BAFF receive ITGAL-ITGB2,Neutrophils,"NK cells, Dendritic cells"
0,0.1566194682338677,0.00043956349706417695,send FGF send SELPLG,"EoBaso prog, large preB","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, Myofibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo"
111,0.15664511514946328,0.0004385997512299833,send ANGPT send PSAP,Schwanncells,"ECArteriolar, ECArteriar, ECSinusoidal"
113,0.15743019072397801,0.00041003283894171564,receive BAFF send GRN,Neutrophils,Schwanncells
66,0.15765898935881345,0.00040203941136805684,receive CD39 receive GALECTIN,"EoBaso prog, small preB, Mk prog, Ery prog, MEP, EryMk prog, CMP, large preB, proB, CLP","Smoothmuscle, ECArteriar"
116,0.1579497264977288,0.0003920914222612624,send ANNEXIN send PARs,Neutrophils,"Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
124,0.15849944647167272,0.00037390576059838105,send ANNEXIN send CD52,"proB, Neutrophils, small preB","Neutro prog, B cell, Dendritic cells, Neutrophils, CLP"
22,0.15924453710696937,0.0003505097130520416,receive CD39 receive SELL,"EoBaso prog, Mono prog, small preB, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, T cells, Neutrophils, CMP, CLP, LMPPs, Monocytes","Smoothmuscle, ECArteriar"
89,0.15947220640004328,0.0003436377830280938,receive JAM receive SELL,"Mono prog, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, T cells, Neutrophils, CLP, LMPPs, Monocytes",ECArteriolar
129,0.15966915610357973,0.0003377946650196781,send CD34 receive CD39,"Smoothmuscle, ECArteriar",ECSinusoidal
63,0.1596710624721376,0.0003377385623312086,receive GALECTIN send MHC-I,"Neutro prog, Mk prog, Erythroblasts, CMP, lin, ECArteriolar, LMPPs, Monocytes","T cells, NK cells"
51,0.15967866402165132,0.0003375149420738339,receive BAFF receive GALECTIN,"large preB, proB, Neutrophils, small preB","EoBaso prog, Neutro prog, Mk prog, Erythroblasts, EryMk prog, MEP, Ery prog, Neutrophils, CMP, CLP, LMPPs, Monocytes"
126,0.1597421656637229,0.0003356522571899757,receive CD34 receive PDGF,"MSPCAdipo, Mono prog, EoBaso prog, Osteo, Fibroblasts, GranMono prog, Schwanncells, GMP, CMP, MPP, ECArteriar, LMPPs, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, ECArteriar, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes"
14,0.15982113052968622,0.0003333493678460612,send FGF send PECAM1,"EoBaso prog, Mono prog, small preB, NK cells, Dendritic cells, T cells, LMPPs, Smoothmuscle","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, Myofibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo"
15,0.15982113052968622,0.0003333493678460612,send FGF receive PECAM1,"EoBaso prog, Mono prog, small preB, NK cells, Dendritic cells, T cells, LMPPs, Smoothmuscle","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, Myofibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo"
91,0.1602539784519857,0.0003209856876335352,send ANGPTL receive MK,"MSPCAdipo, Osteo, MSPCOsteo","MSPCAdipo, Chondrocytes, small preB, B cell, Fibroblasts, Dendritic cells, Osteo, large preB, proB, ECArteriar, Myofibroblasts, CLP, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes"
132,0.16042325273011554,0.0003162680634911905,receive ANGPTL receive HSPG,"Chondrocytes, Osteo, Fibroblasts, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal, Pericytes","Chondrocytes, Osteo, Fibroblasts, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal"
133,0.16042533397111086,0.00031621046471007276,send PARs receive PDGF,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes","Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
36,0.16046423247383373,0.0003151357402897516,send ANGPT send SELPLG,"small preB, Neutro prog, HSC, Neutrophils, CMP, CLP","ECArteriolar, ECArteriar, ECSinusoidal"
74,0.1606315871987123,0.00031055067667211167,receive GALECTIN send TGFb,"Mk prog, Erythroblasts, CMP, CLP, LMPPs, Monocytes",Osteoblasts
131,0.1616173468241572,0.00028478286368146204,receive SPP1 send VEGF,"MSPCAdipo, small preB, NK cells, B cell, Chondrocytes, Fibroblasts, Dendritic cells, Osteo, Neutrophils, Osteoblasts, T cells, MSPCOsteo, Monocytes","ECArteriolar, ECArteriar, ECSinusoidal"
136,0.16162288190254762,0.00028464398661215765,send CXCL receive SELPLG,Ery prog,"NK cells, Dendritic cells"
137,0.1617645727616178,0.0002811103770458466,send CD34 receive JAM,ECArteriolar,ECSinusoidal
141,0.1621298835609668,0.00027218806143974774,send GRN send MHC-I,T cells,Schwanncells
143,0.1623438795976476,0.00026708508147796833,send IL16 send PARs,"Mk prog, EryMk prog, Ery prog, Dendritic cells","Dendritic cells, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
144,0.16272074811632362,0.0002583149800345813,receive JAM send MHC-II,ECArteriolar,Dendritic cells
128,0.16407356488415625,0.00022900200984916227,send GRN send SELL,"Mono prog, GranMono prog, Schwanncells, GMP, CMP, MPP, LMPPs","ECArteriolar, Schwanncells, ECArteriar"
148,0.1642539638666138,0.00022533717703667285,receive BAFF send PSAP,Neutrophils,Schwanncells
85,0.16434432474498625,0.00022352218250848235,send IL16 send PECAM1,"EoBaso prog, Mono prog, small preB, NK cells, Dendritic cells, GranMono prog, LMPPs, T cells","Smoothmuscle, B cell, Dendritic cells"
84,0.16434432474498625,0.00022352218250848235,send IL16 receive PECAM1,"EoBaso prog, Mono prog, small preB, NK cells, B cell, Dendritic cells, GranMono prog, LMPPs, T cells, Smoothmuscle",Dendritic cells
149,0.16435057152193422,0.0002233972163041042,receive BAFF receive CD39,Neutrophils,"Smoothmuscle, ECArteriar"
145,0.16518492306082516,0.00020728134368451463,receive ANGPTL send MIF,"MSPCAdipo, MEP, Osteoblasts, MSPCOsteo, ECSinusoidal","B cell, Fibroblasts, Dendritic cells, Myofibroblasts, CLP"
127,0.16536020490498712,0.00020403708694334463,send PSAP send SELL,"Mono prog, GranMono prog, Schwanncells, GMP, MPP, CMP, LMPPs","ECArteriolar, Schwanncells, ECArteriar"
64,0.16544445699099575,0.00020249466104368854,send ANGPT receive CD34,"EoBaso prog, Mono prog, Neutro prog, Fibroblasts, GranMono prog, GMP, HSC, lin, CMP, MPP, ECArteriar, CLP, ECArteriolar, LMPPs","ECArteriolar, ECArteriar, ECSinusoidal"
23,0.1657769024701923,0.00019651441807950787,send SELL send SELPLG,"EoBaso prog, Mono prog, small preB, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, T cells, CMP, Neutrophils, HSC, large preB, CLP, LMPPs, ECSinusoidal, Monocytes","Mono prog, Fibroblasts, GranMono prog, GMP, CMP, MPP, ECArteriar, ECArteriolar, LMPPs"
151,0.16637006574806162,0.0001862531741178815,receive BAFF receive PARs,"T cells, Neutrophils","Osteoblasts, Neutrophils"
156,0.16641583256940257,0.00018548268005780008,receive IFN-II receive ncWNT,NK cells,Osteoblasts
10,0.1671012281311399,0.00017429542250827347,send CCL send SELPLG,"Neutro prog, Neutrophils, Monocytes","HSC, CMP, Monocytes"
140,0.1673611269531641,0.000170221178366962,send ANGPTL receive PTN,"Schwanncells, Osteoblasts, Osteo","MSPCAdipo, Chondrocytes, small preB, B cell, Fibroblasts, Dendritic cells, Osteo, large preB, proB, ECArteriar, Myofibroblasts, CLP, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes"
70,0.16744267754939676,0.00016896129107037383,send SELPLG send TGFb,"small preB, Neutro prog, B cell, CMP, Neutrophils, CLP",Osteoblasts
159,0.1684656666284416,0.00015388210887508472,receive CD39 receive CD22,B cell,"Smoothmuscle, ECArteriar"
160,0.16846566662844162,0.0001538821088750843,send CD45 receive CD39,"Smoothmuscle, ECArteriar","B cell, ECSinusoidal"
103,0.16902047823838298,0.0001462416923794479,send ANGPT send PECAM1,"EoBaso prog, Mono prog, small preB, NK cells, B cell, Dendritic cells, GranMono prog, Schwanncells, T cells, ECArteriar, LMPPs, ECArteriolar, Smoothmuscle, ECSinusoidal","ECArteriolar, ECArteriar, ECSinusoidal"
104,0.16902047823838298,0.0001462416923794479,send ANGPT receive PECAM1,"EoBaso prog, Mono prog, small preB, NK cells, B cell, Dendritic cells, GranMono prog, Schwanncells, T cells, ECArteriar, LMPPs, ECArteriolar, Smoothmuscle, ECSinusoidal","ECArteriolar, ECArteriar, ECSinusoidal"
166,0.1692343860436948,0.00014339220419394208,receive BAFF send CD52,Neutrophils,"small preB, Neutro prog, B cell, Dendritic cells, proB, CLP"
135,0.16939685456358294,0.00014126286626089187,send MHC-I send PSAP,"T cells, NK cells",Schwanncells
171,0.1706043786548543,0.0001263426450520081,send GRN send PSAP,Schwanncells,Schwanncells
32,0.17062012940550147,0.00012615819183670138,receive GALECTIN send SELPLG,"EoBaso prog, small preB, Neutro prog, Mk prog, Erythroblasts, Ery prog, EryMk prog, MEP, GMP, CMP, lin, large preB, proB, CLP, ECArteriolar, LMPPs, Monocytes","EoBaso prog, small preB, Neutro prog, CMP, HSC, large preB, CLP"
13,0.17090624525318793,0.00012285129237757608,send CCL receive PECAM1,"EoBaso prog, Mono prog, small preB, B cell, GranMono prog, Schwanncells, T cells, ECArteriar, LMPPs, ECArteriolar, Smoothmuscle, ECSinusoidal","Neutrophils, Monocytes"
12,0.17090624525318793,0.00012285129237757608,send CCL send PECAM1,"T cells, small preB, Neutrophils, Monocytes","EoBaso prog, Mono prog, B cell, GranMono prog, Schwanncells, Neutrophils, ECArteriar, LMPPs, ECArteriolar, Smoothmuscle, ECSinusoidal"
78,0.1709341197906416,0.00012253351369195584,send SELPLG send SELL,"Mono prog, GranMono prog, GMP, CMP, MPP, LMPPs","EoBaso prog, Mono prog, B cell, Dendritic cells, GranMono prog, CMP, HSC, CLP, LMPPs, ECSinusoidal"
69,0.17094280749315363,0.00012243462911925594,receive BAFF send MHC-I,Neutrophils,"T cells, NK cells"
155,0.17135495789960672,0.00011782873142837914,send PSAP send SELPLG,"Mono prog, CLP, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, Schwanncells, CMP, Neutrophils, LMPPs, T cells, Monocytes","Schwanncells, ECSinusoidal"
134,0.17143762527377046,0.00011692473336318299,send CD52 send SELPLG,"Mono prog, small preB, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, Neutrophils, CMP, HSC, proB, CLP, T cells, LMPPs, Monocytes","Mono prog, NK cells, B cell, Neutro prog, Dendritic cells, LMPPs, GranMono prog, Neutrophils, CMP, HSC, CLP, T cells, ECSinusoidal, Monocytes"
157,0.1714638499497874,0.00011663932202604837,receive BAFF send SELL,Neutrophils,"Mono prog, GranMono prog, GMP, CMP, MPP, ECArteriar, ECArteriolar, LMPPs"
172,0.17161369236507007,0.00011502106377846318,receive CD39 send FGF,"Smoothmuscle, ECArteriar","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, Myofibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo"
158,0.17162424919205613,0.00011490785259286831,receive BAFF send CCL,Neutrophils,"Neutrophils, Monocytes"
173,0.17209272200101366,0.00010998815577101432,send CD52 send MHC-I,"T cells, proB, small preB","Neutro prog, B cell, Dendritic cells, CLP, T cells"
174,0.1721646271114388,0.00010925081219602822,send CD34 send CXCL,"NK cells, Dendritic cells",HSC
175,0.1723571065158158,0.00010729986678731883,send CD45 send PARs,"B cell, Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECSinusoidal","B cell, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
176,0.17235710651581582,0.00010729986678731853,receive CD22 send PARs,B cell,"Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
45,0.17260131745183951,0.00010487173082378951,receive CD34 send SELL,"EoBaso prog, Mono prog, Neutro prog, Fibroblasts, GranMono prog, GMP, CMP, lin, MPP, ECArteriar, ECArteriolar, LMPPs","Mono prog, GranMono prog, GMP, CMP, MPP, ECArteriar, ECArteriolar, LMPPs"
178,0.17349859321425956,9.6387018408875e-05,send ANGPT send CXCL,"NK cells, Dendritic cells","ECArteriolar, ECArteriar, ECSinusoidal"
20,0.17377653204398844,9.38927552310576e-05,receive GALECTIN send MHC-II,"Neutro prog, Mk prog, Erythroblasts, EryMk prog, Ery prog, GMP, CMP, lin, CLP, ECArteriolar, LMPPs, Monocytes",Dendritic cells
177,0.1738660898467935,9.310208306120869e-05,receive PTN send VCAM,"Schwanncells, Osteo, Osteoblasts","MSPCAdipo, Neutro prog, Myofibroblasts, MSPCOsteo, ECSinusoidal"
154,0.17430171184513282,8.934474762436845e-05,send MIF receive SPP1,"MSPCAdipo, small preB, NK cells, B cell, Chondrocytes, Dendritic cells, Fibroblasts, Osteo, Neutrophils, Osteoblasts, T cells, MSPCOsteo, Monocytes","B cell, Fibroblasts, Dendritic cells, Myofibroblasts, CLP"
139,0.174480176475112,8.78470793132389e-05,receive ESAM receive SELL,"Mono prog, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, HSC, CMP, T cells, Neutrophils, CLP, LMPPs, Monocytes","CMP, HSC, ECArteriar, CLP, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes"
138,0.174480176475112,8.78470793132389e-05,send ESAM receive SELL,"Mono prog, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, CMP, T cells, Neutrophils, CLP, LMPPs, Monocytes","HSC, ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes"
97,0.17485485251576996,8.477940681232761e-05,send MHC-I send SELPLG,"small preB, NK cells, T cells","Neutro prog, HSC, CMP, CLP, T cells"
61,0.17518845465207983,8.213323157485727e-05,receive MK send VISFATIN,"MSPCAdipo, Osteo, MSPCOsteo","ECArteriolar, HSC, ECSinusoidal"
183,0.17531488299026274,8.115087623093135e-05,send ANGPT receive CD39,"Smoothmuscle, ECArteriar","ECArteriolar, ECArteriar, ECSinusoidal"
34,0.175351339144518,8.086967311070029e-05,receive PDGF receive SELL,"EoBaso prog, Mono prog, small preB, Neutro prog, NK cells, B cell, Dendritic cells, GranMono prog, GMP, CMP, lin, Neutrophils, T cells, large preB, CLP, LMPPs, Monocytes","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes"
55,0.17549484735855386,7.977162537866202e-05,send CCL receive CD34,"EoBaso prog, Mono prog, Neutro prog, Fibroblasts, GranMono prog, GMP, HSC, lin, CMP, MPP, ECArteriar, CLP, ECArteriolar, LMPPs","Neutrophils, Monocytes"
165,0.1756498060502197,7.86017499058127e-05,send ANGPTL receive COLLAGEN,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes","MSPCAdipo, Chondrocytes, small preB, B cell, Fibroblasts, Dendritic cells, Osteo, large preB, proB, ECArteriar, Myofibroblasts, CLP, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes"
37,0.17597510282317105,7.619829052733674e-05,send ANGPT receive SELPLG,"Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, EryMk prog, MEP, GranMono prog, Dendritic cells, HSC, MPP, lin, proB, large preB, CLP, Monocytes, Mono prog, B cell, small preB, Ery prog, GMP, CMP, T cells","ECArteriolar, ECArteriar, ECSinusoidal"
150,0.17630688350111537,7.381840509513405e-05,send ANGPTL receive SPP1,"MSPCAdipo, small preB, NK cells, B cell, Chondrocytes, Dendritic cells, Fibroblasts, Osteo, Neutrophils, Osteoblasts, T cells, MSPCOsteo, Monocytes","MSPCAdipo, Chondrocytes, small preB, B cell, Fibroblasts, Dendritic cells, Osteo, large preB, proB, ECArteriar, Myofibroblasts, CLP, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes"
117,0.1764148937915656,7.305888402771181e-05,send CXCL receive CD34,"EoBaso prog, Mono prog, Neutro prog, Fibroblasts, GranMono prog, GMP, HSC, lin, CMP, MPP, ECArteriar, CLP, ECArteriolar, LMPPs","NK cells, Dendritic cells"
186,0.1768994914081744,6.974102581828083e-05,send MIF send VISFATIN,"B cell, Fibroblasts, Dendritic cells, Myofibroblasts, CLP","ECArteriolar, ECSinusoidal"
19,0.17695948333564443,6.934031378170628e-05,receive PECAM1 receive SELL,"EoBaso prog, Mono prog, small preB, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, T cells, Neutrophils, CMP, CLP, LMPPs, Monocytes","Neutrophils, LMPPs, Smoothmuscle, EoBaso prog, NK cells, Neutro prog, Dendritic cells, GranMono prog, ECArteriar, CLP, ECArteriolar, Monocytes, Mono prog, B cell, ECSinusoidal, small preB, Schwanncells, CMP, T cells"
18,0.17695948333564443,6.934031378170628e-05,send PECAM1 receive SELL,"EoBaso prog, Mono prog, small preB, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, T cells, Neutrophils, CMP, CLP, LMPPs, Monocytes","EoBaso prog, Mono prog, small preB, NK cells, B cell, Dendritic cells, GranMono prog, Schwanncells, T cells, ECArteriar, ECArteriolar, LMPPs, Smoothmuscle, ECSinusoidal"
185,0.17837855095069932,6.047158367227797e-05,receive IFN-II receive PTN,NK cells,"Schwanncells, Osteo, Osteoblasts"
25,0.17843551810640595,6.0138947568617097e-05,receive PDGF receive SELPLG,"Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, Dendritic cells, EryMk prog, MEP, GranMono prog, HSC, lin, MPP, large preB, proB, CLP, Monocytes, Mono prog, B cell, small preB, GMP, CMP, T cells","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes"
30,0.17876535863253945,5.824668269740373e-05,send MHC-II receive PARs,"EoBaso prog, Mono prog, small preB, Neutro prog, NK cells, B cell, Dendritic cells, GranMono prog, GMP, HSC, MPP, lin, CMP, Neutrophils, CLP, LMPPs, Monocytes",Dendritic cells
3,0.1790256545409254,5.679322484509489e-05,send MHC-II send SELPLG,"EoBaso prog, Mono prog, small preB, Neutro prog, Dendritic cells, GranMono prog, Neutrophils, large preB, LMPPs, T cells","B cell, Dendritic cells, HSC, CMP, CLP"
