,Correlation,Adj. P-val,Name,Interacting Cell Type Pathway 1,Interacting Cell Type Pathway 2
75,0.1410668261244112,0.0015651899707329108,receive ESAM send PSAP,"ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes",Schwanncells
25,0.1413962132317817,0.0015255638549231895,receive APP send PDGF,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal, Monocytes","MSPCAdipo, Osteo, MSPCOsteo"
78,0.1414478927785277,0.001519430953930694,send ANGPT send CD34,HSC,"ECArteriolar, ECArteriar, ECSinusoidal"
26,0.14169623860640077,0.0014902739368542496,receive SELE receive SELL,"Mono prog, NK cells, Dendritic cells, GranMono prog, T cells, Monocytes",ECSinusoidal
40,0.1418798360792911,0.001469050093578589,receive CCL send PSAP,"MSPCAdipo, B cell, Neutrophils",Schwanncells
68,0.14192121667500676,0.0014643050126475253,receive GRN send SELL,"MSPCAdipo, Osteo, Dendritic cells, Osteoblasts, MSPCOsteo, Monocytes","GranMono prog, CMP, ECArteriar, ECArteriolar, LMPPs"
59,0.1421259237589248,0.0014410378773070007,receive JAM send LAMININ,"Schwanncells, Smoothmuscle, Osteo, Pericytes","Erythroblasts, Neutrophils, CLP"
81,0.1421894280509193,0.0014338892849030298,receive LAMININ send VISTA,"MSPCAdipo, NK cells, Osteo, Fibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes",Schwanncells
71,0.1427447071760883,0.0013727565856907571,receive APP receive SELPLG,HSC,"Schwanncells, Osteoblasts, MSPCOsteo"
88,0.14334704845163715,0.001309159137099837,send ANGPTL send VCAM,"MSPCAdipo, small preB, Neutro prog, B cell, Fibroblasts, Osteo, Dendritic cells, large preB, proB, Myofibroblasts, CLP, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes","MSPCAdipo, Chondrocytes, Neutro prog, B cell, Fibroblasts, Osteo, Dendritic cells, ECArteriar, Myofibroblasts, CLP, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes"
90,0.14343312719159218,0.0013002953205131498,receive CSF receive GALECTIN,"EoBaso prog, small preB, Ery prog, large preB, proB","MSPCAdipo, Smoothmuscle, MSPCOsteo, Pericytes"
24,0.1434587749900909,0.0012976649783806803,receive APP receive MPZ,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal"
12,0.14394117032848536,0.0012490954947176071,receive CD34 send MHC-II,"EoBaso prog, Mono prog, MEP, GranMono prog, GMP, CMP, lin, MPP, ECArteriar, CLP, ECArteriolar, LMPPs",Dendritic cells
96,0.14395731530572264,0.0012474992788035087,send CD34 receive IFN-II,NK cells,ECSinusoidal
42,0.14421506217575294,0.0012222694244911482,receive APP send MPZ,"MSPCAdipo, Fibroblasts, Schwanncells, Osteoblasts, MSPCOsteo","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal"
99,0.1445504306847028,0.001190144831109805,send NCAM send SEMA4,"MSPCAdipo, Osteo, Schwanncells, Myofibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo","MSPCAdipo, Chondrocytes, Fibroblasts, MSPCOsteo"
101,0.1446304500758604,0.001182595664116231,send CD34 send PECAM1,"Schwanncells, ECSinusoidal","ECArteriolar, ECArteriar, ECSinusoidal"
100,0.1446304500758604,0.001182595664116231,send CD34 receive PECAM1,"ECArteriolar, Schwanncells, ECArteriar, ECSinusoidal",ECSinusoidal
102,0.14465708160885332,0.0011800929991450815,send ANGPT receive KIT,"MSPCAdipo, ECArteriar, ECArteriolar, MSPCOsteo, Pericytes","ECArteriolar, ECArteriar, ECSinusoidal"
58,0.14472609037522838,0.0011736306704855138,receive PECAM1 receive SELPLG,"Mono prog, small preB, NK cells, Dendritic cells, GranMono prog, T cells, LMPPs, Monocytes","ECArteriolar, Schwanncells, ECArteriar, ECSinusoidal"
57,0.14472609037522838,0.0011736306704855138,send PECAM1 receive SELPLG,"Mono prog, small preB, NK cells, Dendritic cells, GranMono prog, T cells, LMPPs, Monocytes","ECArteriolar, Schwanncells, ECArteriar, ECSinusoidal"
104,0.1448466830038895,0.0011624159792783654,send GALECTIN send PARs,EryMk prog,HSC
106,0.14487423962289467,0.0011598672082612702,send CXCL send TGFb,"NK cells, Dendritic cells",Osteoblasts
103,0.14497999871488537,0.0011501330517269834,send PDGF send PARs,HSC,"MSPCAdipo, Osteo, MSPCOsteo"
5,0.14543197724358203,0.001109374991717931,receive SPP1 send VISFATIN,"MSPCAdipo, NK cells, Osteo, Fibroblasts, Neutrophils, Osteoblasts, MSPCOsteo, Monocytes","ECArteriolar, ECSinusoidal, HSC"
76,0.1454602501318906,0.0011068702188496932,receive CCL receive SELL,"Mono prog, NK cells, B cell, Dendritic cells, GranMono prog, T cells, Monocytes",MSPCAdipo
50,0.14559833914853745,0.001094711281860307,receive JAM send PDGF,"ECArteriolar, Osteoblasts, ECArteriar, ECSinusoidal","MSPCAdipo, Osteo, MSPCOsteo"
72,0.1456355340559772,0.0010914573346468826,receive APP send SELPLG,"GranMono prog, Schwanncells, Neutrophils, Osteoblasts, MSPCOsteo","small preB, HSC"
119,0.14586220951296655,0.001071818952583613,send COMPLEMENT send GRN,"Neutrophils, Monocytes",Schwanncells
121,0.14610669512193192,0.0010510032129243472,send MHC-I receive TENASCIN,"MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo",T cells
122,0.14611882715276,0.0010499800567302358,send LAIR1 send SELL,Monocytes,"GranMono prog, CMP, ECArteriar, ECArteriolar, LMPPs"
123,0.1462714365985162,0.0010371879540289803,send COMPLEMENT send CCL,Neutrophils,Monocytes
124,0.1462714365985162,0.0010371879540289803,send CCL send COMPLEMENT,Neutrophils,Neutrophils
125,0.14662465221950927,0.001008130118005041,send LIFR receive TENASCIN,"MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo","MSPCAdipo, Chondrocytes, Osteo, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal"
80,0.14728723574402267,0.0009556386406706276,send EPHA receive SELPLG,"Neutro prog, B cell, GMP, MPP, Neutrophils",Osteoblasts
67,0.1472976194363438,0.0009548364827359648,receive CD34 send MHC-I,"EoBaso prog, Mono prog, Fibroblasts, MEP, GranMono prog, GMP, CMP, MPP, lin, HSC, ECArteriar, CLP, ECArteriolar, LMPPs","T cells, NK cells"
131,0.14755528270250906,0.0009351296071309361,send GRN send PARs,"Mk prog, Ery prog, EryMk prog, MEP, Schwanncells","ECArteriolar, Schwanncells, ECSinusoidal, Myofibroblasts"
83,0.14776447575182663,0.000919406941300812,send APP receive SPP1,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, B cell, Osteoblasts, T cells, MSPCOsteo, Monocytes","B cell, Dendritic cells, CLP"
134,0.1477849727539907,0.0009178796239453831,receive ANGPTL send ESAM,"Osteoblasts, CMP, MSPCOsteo, ECSinusoidal","ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes"
135,0.1477849727539907,0.0009178796239453831,receive ANGPTL receive ESAM,"CMP, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes","ECArteriar, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes"
44,0.14843336659560377,0.0008707580733597836,send MHC-II receive SELL,"Neutro prog, GMP, CMP, Neutrophils, lin, CLP",Dendritic cells
126,0.14851166236834135,0.0008652218602959776,receive FN1 send SELL,"Chondrocytes, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo, Monocytes","GranMono prog, CMP, ECArteriar, ECArteriolar, LMPPs"
94,0.14864673142141654,0.000855747691059727,send PDGF receive PARs,"EoBaso prog, Mono prog, NK cells, Neutro prog, B cell, Dendritic cells, GranMono prog, GMP, HSC, lin, MPP, CMP, Neutrophils, CLP, Osteoblasts, LMPPs, Monocytes","MSPCAdipo, Osteo, MSPCOsteo"
34,0.14867712728473964,0.0008536288928803979,receive CXCL send SELPLG,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal, Pericytes","Mono prog, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, LMPPs, T cells, ECSinusoidal, Monocytes"
31,0.14868425633585014,0.0008531326523008117,receive CCL receive FN1,"MSPCAdipo, Osteo, B cell, Neutrophils, Osteoblasts, MSPCOsteo, Monocytes","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, B cell, Osteoblasts, MSPCOsteo, Monocytes"
129,0.14880162629968668,0.0008450009865677445,receive CXCL send VISTA,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal, Pericytes",Schwanncells
145,0.1488107994675919,0.000844368477243603,send CD34 send PARs,"Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECSinusoidal","ECArteriolar, ECSinusoidal"
20,0.1490130004115408,0.0008305369951877206,receive CD22 receive JAM,B cell,"Osteo, Schwanncells, ECArteriar, Osteoblasts, Smoothmuscle, Pericytes"
21,0.14901300041154084,0.0008305369951877206,send CD45 receive JAM,"Osteo, Schwanncells, ECArteriar, Osteoblasts, Smoothmuscle, Pericytes","B cell, ECSinusoidal"
150,0.14912061364595355,0.0008232614782950525,send CCL send IL16,Neutrophils,Dendritic cells
141,0.14917401973027328,0.0008196727277071864,receive COLLAGEN receive CCL,"B cell, Neutrophils","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes"
10,0.14917406680034315,0.0008196695711126967,receive GRN send LAMININ,"Chondrocytes, Neutro prog, B cell, Fibroblasts, GranMono prog, Neutrophils, ECArteriar, ECArteriolar, Pericytes","Osteo, Neutrophils, Smoothmuscle, LMPPs, Pericytes, NK cells, Neutro prog, Dendritic cells, MEP, GranMono prog, MPP, lin, ECArteriar, CLP, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, Erythroblasts, small preB, Fibroblasts, Ery prog, Schwanncells, GMP, CMP, Myofibroblasts, Osteoblasts"
153,0.1492272367039675,0.0008161110832691982,send CCL send PECAM1,Neutrophils,"ECArteriolar, Schwanncells, ECArteriar, ECSinusoidal"
152,0.1492272367039675,0.0008161110832691982,send CCL receive PECAM1,"ECArteriolar, Schwanncells, ECArteriar, ECSinusoidal",Neutrophils
147,0.1492947112173748,0.0008116158091233315,receive LAMININ send PARs,"MSPCAdipo, NK cells, Osteo, Fibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes","Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
92,0.14933060230867395,0.0008092340227091357,send COLLAGEN send MHC-I,"small preB, NK cells, large preB, proB, T cells","MSPCAdipo, Mono prog, Chondrocytes, Osteo, Fibroblasts, Pericytes, Dendritic cells, B cell, Myofibroblasts, CLP, Osteoblasts, T cells, MSPCOsteo, Monocytes"
154,0.14933786595888268,0.0008087527834548135,receive IFN-II send LAIR1,NK cells,Monocytes
151,0.14938397027412198,0.0008057043983917051,receive COLLAGEN send VISFATIN,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes","ECArteriolar, ECSinusoidal"
138,0.1495047977333009,0.0007977657336553696,receive ANGPTL send JAM,"Osteoblasts, CMP, MSPCOsteo, ECSinusoidal","Osteo, Schwanncells, ECArteriar, ECArteriolar, Osteoblasts, Smoothmuscle, ECSinusoidal, Pericytes"
111,0.14959196907752637,0.0007920833689387065,receive APP send CCL,"Smoothmuscle, Neutro prog, Myofibroblasts, Pericytes",Dendritic cells
159,0.15019185023133597,0.0007539837687313706,send MHC-I receive SELPLG,HSC,T cells
160,0.15019185023133597,0.0007539837687313706,send MHC-I send SELPLG,T cells,HSC
161,0.15034720814780467,0.000744397119638087,send CD34 send MHC-I,T cells,HSC
114,0.1504797908289523,0.0007363052457031232,receive GRN send IL2,"MSPCAdipo, Mono prog, small preB, Osteo, Dendritic cells, Osteoblasts, MSPCOsteo, Monocytes","Dendritic cells, CLP"
66,0.15079189059241366,0.0007175774491580028,receive ANGPTL receive JAM,"Osteoblasts, MSPCOsteo, ECSinusoidal, CMP","ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal"
166,0.1508448528700802,0.0007144435404944495,send MPZ receive ncWNT,Osteoblasts,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal"
98,0.1508615460427002,0.0007134583951218307,send CCL receive ITGAL-ITGB2,"NK cells, Dendritic cells","Neutrophils, Monocytes"
168,0.1510376698581898,0.0007031408705709841,send BST2 send MIF,Monocytes,"B cell, Fibroblasts, Dendritic cells, Myofibroblasts, CLP"
149,0.15111709468192389,0.0006985334522677041,receive MK send TGFb,"MSPCAdipo, Osteo, MSPCOsteo",Osteoblasts
62,0.15114323208467284,0.0006970233544982877,send SELPLG send SEMA4,"MSPCAdipo, Osteoblasts, MSPCOsteo",ECSinusoidal
69,0.1511462086619446,0.0006968515736638626,send PSAP send SELPLG,"Mono prog, small preB, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, Schwanncells, GMP, T cells, Neutrophils, CMP, lin, large preB, CLP, LMPPs, Monocytes","Schwanncells, ECSinusoidal"
39,0.15122923251682105,0.0006920759719501901,receive SELL receive SEMA4,"B cell, Dendritic cells, Monocytes","EoBaso prog, Mono prog, B cell, Dendritic cells, GranMono prog, GMP, CMP, lin, CLP, LMPPs, Monocytes"
164,0.15127034619982033,0.0006897223221167408,receive CXCL receive VCAM,"EoBaso prog, NK cells, Neutro prog, Erythroblasts, Dendritic cells, Ery prog, EryMk prog, GranMono prog, MEP, CMP, HSC, CLP, T cells, Monocytes","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal, Pericytes"
167,0.1512819095471439,0.0006890616886788604,receive CXCL send VCAM,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal, Pericytes",HSC
163,0.15128597578805095,0.0006888295168958391,send CCL receive GRN,"MSPCAdipo, Osteo, Dendritic cells, Osteoblasts, MSPCOsteo, Monocytes",Neutrophils
130,0.1513421108682498,0.0006856317490021253,receive PTN send TGFb,"Schwanncells, Osteo, Osteoblasts",Osteoblasts
1,0.15134272493128786,0.0006855968447304867,send GALECTIN receive PARs,"EoBaso prog, Mono prog, Neutro prog, B cell, NK cells, GranMono prog, GMP, CMP, lin, MPP, HSC, Neutrophils, LMPPs, Monocytes","EoBaso prog, Mono prog, small preB, Osteo, Fibroblasts, B cell, EryMk prog, GranMono prog, Neutrophils, lin, LMPPs"
109,0.1515952977671367,0.0006713790358601693,send COLLAGEN send ESAM,"Osteo, Smoothmuscle, MSPCOsteo, Pericytes, Dendritic cells, large preB, proB, ECArteriar, CLP, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, B cell, ECSinusoidal, small preB, Fibroblasts, Myofibroblasts, Osteoblasts","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes"
108,0.1515952977671367,0.0006713790358601693,send COLLAGEN receive ESAM,"ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes","MSPCAdipo, Mono prog, small preB, Chondrocytes, B cell, Osteo, Fibroblasts, Dendritic cells, Monocytes, large preB, proB, Myofibroblasts, CLP, Osteoblasts, MSPCOsteo, Pericytes"
165,0.15168991097776321,0.0006661238053976826,receive GRN send PARs,"MSPCAdipo, Osteo, Dendritic cells, Osteoblasts, MSPCOsteo, Monocytes","Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
170,0.1517005205943659,0.0006655368847340357,send VISFATIN send VISTA,Schwanncells,"ECArteriolar, ECSinusoidal"
115,0.15197659039506609,0.0006504322821824398,send ESAM receive PARs,"EoBaso prog, Mono prog, NK cells, Neutro prog, B cell, Dendritic cells, GranMono prog, GMP, MPP, lin, HSC, CMP, Neutrophils, LMPPs, Monocytes","ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes"
116,0.15197659039506609,0.0006504322821824398,receive ESAM receive PARs,"EoBaso prog, Mono prog, NK cells, Neutro prog, B cell, Dendritic cells, GranMono prog, GMP, MPP, lin, HSC, CMP, Neutrophils, LMPPs, Monocytes","ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes"
173,0.15224922722307802,0.0006358279906034187,receive CSF send SEMA4,"MSPCAdipo, Smoothmuscle, MSPCOsteo, Pericytes",Osteoblasts
61,0.15244028754112993,0.0006257753679754072,send SEMA4 send SELPLG,"Mono prog, NK cells, Neutro prog, B cell, Dendritic cells, GranMono prog, Neutrophils, LMPPs, T cells, Monocytes","MSPCAdipo, Osteoblasts, MSPCOsteo"
95,0.15248773542676194,0.0006233018557919943,send CCL send ICAM,"NK cells, Neutrophils, Monocytes","NK cells, Neutrophils, Dendritic cells, Monocytes"
174,0.15258069674408917,0.0006184819464454068,send CD34 receive SELE,ECSinusoidal,ECSinusoidal
56,0.15274668394277272,0.0006099616359357449,receive PARs send TGFb,"EoBaso prog, Mono prog, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, GMP, Neutrophils, CMP, lin, MPP, HSC, LMPPs, Monocytes",Osteoblasts
178,0.1530020511487176,0.0005970657623485284,send GRN send SEMA4,Schwanncells,"MSPCAdipo, MSPCOsteo"
158,0.15333981111593267,0.0005803975743131797,send CD34 receive CCL,"MSPCAdipo, B cell, Neutrophils",ECSinusoidal
184,0.1536171261911027,0.0005670363029479827,receive ESAM send PARs,"ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes",HSC
185,0.1536171261911027,0.0005670363029479827,send ESAM send PARs,HSC,"ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes"
187,0.1539847443940341,0.0005497641477970123,send SELL receive SELE,ECSinusoidal,"GranMono prog, CMP, ECArteriar, ECArteriolar, LMPPs"
37,0.15410768400325028,0.0005440978565357974,receive SEMA4 receive SELL,"EoBaso prog, Mono prog, CLP, NK cells, B cell, Neutro prog, Dendritic cells, small preB, GranMono prog, GMP, Neutrophils, CMP, lin, LMPPs, T cells, Monocytes","Osteoblasts, B cell, Dendritic cells, Monocytes"
118,0.15411543556341764,0.0005437424110544054,receive ANGPTL send SEMA4,"Chondrocytes, Osteo, Fibroblasts, Pericytes","MSPCAdipo, Osteoblasts, MSPCOsteo"
175,0.15437327634000564,0.0005320413762472074,send JAM send PDGF,"MSPCAdipo, Osteo, Schwanncells, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes","MSPCAdipo, Osteo, ECArteriar, ECArteriolar, MSPCOsteo, ECSinusoidal"
188,0.1543940630987382,0.0005311083181879327,send PARs receive SELE,ECSinusoidal,"Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
180,0.1546757189489249,0.0005186145321238456,send CD52 receive GRN,"MSPCAdipo, Osteo, Dendritic cells, Osteoblasts, MSPCOsteo, Monocytes","small preB, Neutro prog, B cell, Dendritic cells, proB, CLP"
82,0.15469069839927901,0.0005179577787859103,receive APP send ICAM,GMP,"LMPPs, Mk prog, MPP, CLP"
191,0.1547724900072415,0.0005143853487541896,receive CSF receive IFN-II,NK cells,"MSPCAdipo, Smoothmuscle, MSPCOsteo, Pericytes"
120,0.15481433507035808,0.0005125665393964433,send NCAM send SELL,"MSPCAdipo, Mono prog, Osteo, Fibroblasts, GranMono prog, Schwanncells, CMP, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, LMPPs, Smoothmuscle, MSPCOsteo","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo"
172,0.15508368487989915,0.0005010014703145984,receive CCL send SEMA4,"B cell, Neutrophils, Monocytes","small preB, NK cells, B cell, Dendritic cells, Neutrophils, large preB, proB, CLP, T cells, Monocytes"
139,0.15524203408580767,0.000494316128760156,receive GALECTIN send SELL,"EoBaso prog, small preB, Ery prog, MEP, proB, large preB","GranMono prog, CMP, ECArteriar, ECArteriolar, LMPPs"
143,0.1553506643150508,0.0004897779354080314,receive CD52 send SELL,"Mono prog, NK cells, B cell, GranMono prog, Neutrophils, lin, CLP, T cells, Monocytes","GranMono prog, CMP, ECArteriar, ECArteriolar, LMPPs"
193,0.15540272773007185,0.0004876166658996932,receive CEACAM send VISTA,"ECSinusoidal, Dendritic cells",Schwanncells
136,0.15564996258680733,0.0004774738960504485,send CCL receive GALECTIN,"EoBaso prog, small preB, Ery prog, MEP, proB, large preB",Neutrophils
113,0.15583782117964673,0.0004698985834541735,send MHC-I receive SELL,"EoBaso prog, large preB","T cells, NK cells"
186,0.15623881685205257,0.00045410107682067633,send COMPLEMENT receive GRN,"MSPCAdipo, Osteo, Dendritic cells, Osteoblasts, MSPCOsteo, Monocytes","Neutrophils, Monocytes"
16,0.15649103932388178,0.00044441924248662425,receive SELPLG receive SELL,"EoBaso prog, Mono prog, small preB, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, T cells, Neutrophils, LMPPs, Monocytes","EoBaso prog, Mono prog, Neutro prog, NK cells, Dendritic cells, GranMono prog, GMP, CMP, MPP, T cells, LMPPs, Monocytes"
195,0.15669703849398986,0.0004366546219133435,send PARs send TGFb,HSC,Osteoblasts
189,0.15756845181407542,0.0004051849656665739,send APP receive CXCL,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal, Pericytes","B cell, Dendritic cells, CLP"
63,0.15771008765101854,0.0004002741543932399,send ANGPT receive SELL,"EoBaso prog, small preB, GMP, large preB, CLP","ECArteriolar, ECArteriar, ECSinusoidal"
196,0.1577370522819231,0.0003993455387196779,send CD34 send EPHA,HSC,Osteoblasts
198,0.15773958304319183,0.00039925848672160214,send MIF receive PECAM1,"ECArteriolar, Schwanncells, ECArteriar, ECSinusoidal","B cell, Fibroblasts, Dendritic cells, Myofibroblasts, CLP"
199,0.15773958304319186,0.0003992584867216022,send MIF send PECAM1,"B cell, Fibroblasts, Dendritic cells, Schwanncells, Myofibroblasts, CLP","Fibroblasts, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, ECSinusoidal"
91,0.15777175741732313,0.000398153306608306,receive PARs receive TENASCIN,"Osteoblasts, T cells, CLP, small preB","MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo"
17,0.15786227665526908,0.0003950592648513509,receive PARs receive VTN,"EoBaso prog, Mono prog, small preB, NK cells, Neutro prog, Dendritic cells, GranMono prog, GMP, MPP, lin, T cells, CLP, Smoothmuscle","Osteoblasts, Smoothmuscle"
200,0.15790843403273191,0.00039349019390675846,send ESAM receive TENASCIN,"MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo","ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes"
201,0.15790843403273191,0.00039349019390675846,receive ESAM receive TENASCIN,"MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes","MSPCAdipo, Osteo, Fibroblasts, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal"
146,0.15819633111184087,0.00038383373194509404,send APP receive CD52,"Mono prog, CLP, NK cells, B cell, Dendritic cells, GranMono prog, Neutrophils, lin, LMPPs, T cells, Monocytes","B cell, Dendritic cells, CLP"
204,0.15863948140981357,0.0003694004692611336,send COMPLEMENT receive IFN-II,NK cells,"Neutrophils, Monocytes"
205,0.15880696975417988,0.00036407838908234587,send VISFATIN receive VTN,Smoothmuscle,"ECArteriolar, ECSinusoidal"
49,0.15953007721618756,0.0003419111607442179,receive CD52 send VISTA,"Mono prog, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, GMP, MPP, CMP, Neutrophils, lin, CLP, T cells, LMPPs, Monocytes",Schwanncells
