,Correlation,Adj. P-val,Name,Interacting Cell Type Pathway 1,Interacting Cell Type Pathway 2
31,0.14607783812983285,0.0010534405671520453,receive CXCL send GRN,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal",Schwanncells
33,0.14629268629558673,0.0010354182001533216,receive CD34 receive TENASCIN,"MSPCAdipo, Mono prog, Osteo, Fibroblasts, GranMono prog, GMP, CMP, MPP, Osteoblasts, LMPPs, MSPCOsteo","MSPCAdipo, Osteo, Fibroblasts, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo"
30,0.14660524853643409,0.001009706684293991,send SELPLG send SEMA4,"small preB, NK cells, B cell, Dendritic cells, Neutrophils, large preB, proB, CLP, Osteoblasts, T cells, Monocytes","ECSinusoidal, CLP"
42,0.14733696076462652,0.0009518029353586375,send PSAP send SELPLG,large preB,Schwanncells
47,0.1477917351605464,0.0009173762432059454,send CD52 send PECAM1,"small preB, Neutro prog, B cell, Dendritic cells, proB, CLP","ECArteriolar, Schwanncells, ECArteriar, ECSinusoidal"
48,0.1477917351605464,0.0009173762432059454,send CD52 receive PECAM1,"ECArteriolar, Schwanncells, ECArteriar, ECSinusoidal","small preB, Neutro prog, B cell, Dendritic cells, proB, CLP"
54,0.1484379893652421,0.0008704302946540966,send CD45 send CCL,Neutrophils,"B cell, ECSinusoidal"
53,0.1484379893652421,0.0008704302946540966,send CCL receive CD22,B cell,Neutrophils
5,0.14875741692454097,0.0008480554648374021,receive APP send PSAP,"MSPCAdipo, Chondrocytes, Neutro prog, Osteo, Fibroblasts, Schwanncells, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal",Schwanncells
41,0.14884926617426228,0.0008417208806985591,send SELL receive SPP1,"MSPCAdipo, Chondrocytes, small preB, B cell, Fibroblasts, Dendritic cells, Osteo, NK cells, Neutrophils, Osteoblasts, T cells, MSPCOsteo, Monocytes","GranMono prog, CMP, ECArteriar, ECArteriolar, LMPPs"
46,0.14899666206522882,0.0008316467834919986,send ANNEXIN receive CD52,"Mono prog, NK cells, B cell, Neutro prog, GranMono prog, GMP, MPP, Neutrophils, T cells, lin, CMP, CLP, LMPPs, Monocytes",Neutrophils
64,0.1496153214608542,0.0007905674899402786,receive PECAM1 send VISTA,Mono prog,Schwanncells
63,0.1496153214608542,0.0007905674899402786,send PECAM1 send VISTA,Mono prog,Schwanncells
60,0.14979256673808233,0.0007791491389734605,receive SPP1 send VISFATIN,"MSPCAdipo, small preB, NK cells, B cell, Chondrocytes, Dendritic cells, Fibroblasts, Osteo, Neutrophils, Osteoblasts, T cells, MSPCOsteo, Monocytes",HSC
66,0.1498439487779766,0.0007758676964444204,send EPHA send PARs,"Mk prog, EryMk prog, Ery prog, MEP, Osteoblasts","ECArteriolar, Osteoblasts, Myofibroblasts, ECSinusoidal"
7,0.1498985676854319,0.0007723935639103153,receive PECAM1 receive SELPLG,"Mono prog, small preB, NK cells, Dendritic cells, GranMono prog, CMP, T cells, LMPPs, Monocytes","ECArteriolar, Schwanncells, ECArteriar, ECSinusoidal"
6,0.1498985676854319,0.0007723935639103153,send PECAM1 receive SELPLG,"Mono prog, small preB, NK cells, Dendritic cells, GranMono prog, CMP, T cells, LMPPs, Monocytes","ECArteriolar, Schwanncells, ECArteriar, ECSinusoidal"
51,0.15007568317404196,0.0007612266200697416,receive APP send CD52,"Mono prog, Monocytes","small preB, Neutro prog, B cell, Dendritic cells, proB, CLP"
10,0.15023128240242778,0.0007515397684921356,receive ANGPTL receive CD34,"lin, Neutro prog, MEP","MSPCAdipo, lin, Osteoblasts, MSPCOsteo, ECSinusoidal"
70,0.15038277828150898,0.0007422181355835965,receive APP receive JAM,Neutro prog,ECArteriolar
72,0.1509462865181749,0.00070847682558366,receive CD22 send IL16,B cell,Dendritic cells
73,0.15094628651817496,0.0007084768255836554,send CD45 send IL16,Dendritic cells,"B cell, ECSinusoidal"
57,0.15095232863817729,0.0007081228659200104,send PARs send SELPLG,"Mono prog, NK cells, Mk prog, B cell, Dendritic cells, EryMk prog, Ery prog, MEP, GranMono prog, Neutrophils, T cells, Myofibroblasts, LMPPs, ECSinusoidal, Monocytes","Mk prog, B cell, EryMk prog, Ery prog, MEP, Dendritic cells, GranMono prog, Myofibroblasts, ECArteriolar, LMPPs, ECSinusoidal"
75,0.15108870901699006,0.0007001768773654219,send CXCL send MHC-I,T cells,"NK cells, Dendritic cells"
14,0.15119255618581182,0.0006941818736436383,receive SEMA4 receive SELPLG,"EoBaso prog, Mono prog, small preB, Neutro prog, NK cells, Dendritic cells, GranMono prog, CMP, T cells, LMPPs, Monocytes","Osteoblasts, B cell, Dendritic cells, Monocytes"
74,0.15138418111475466,0.000683244217104611,receive CSF send SELL,"MSPCAdipo, Smoothmuscle, MSPCOsteo, Pericytes","GranMono prog, CMP, ECArteriar, ECArteriolar, LMPPs"
80,0.1517812441682837,0.0006610869562423528,send CCL receive IFN-II,NK cells,Neutrophils
21,0.1524315392134678,0.0006262324211524033,receive SELPLG receive SEMA4,"B cell, Dendritic cells, Monocytes","EoBaso prog, Mono prog, Dendritic cells, GranMono prog, CMP, CLP, LMPPs, Monocytes"
15,0.15247615144411594,0.0006239049037814414,send MHC-II receive SEMA4,"Osteoblasts, B cell, Dendritic cells, Monocytes",Dendritic cells
26,0.1531992332896647,0.0005872818021011888,receive PTN send VEGF,"Schwanncells, Osteoblasts, Osteo","ECArteriolar, ECArteriar, ECSinusoidal"
40,0.15347382243157215,0.0005739047240714077,receive SELPLG receive SPP1,"small preB, NK cells, B cell, Dendritic cells, Neutrophils, T cells, Monocytes","EoBaso prog, Mono prog, small preB, NK cells, Dendritic cells, GranMono prog, CMP, lin, T cells, CLP, LMPPs, Monocytes"
17,0.1542020309455561,0.0005397862413780728,send MHC-II receive SELPLG,"EoBaso prog, Mono prog, small preB, NK cells, Dendritic cells, GranMono prog, CMP, T cells, LMPPs, Monocytes",Dendritic cells
39,0.15456131861864067,0.000523655836755134,receive SPP1 receive SELPLG,"EoBaso prog, Mono prog, small preB, NK cells, Dendritic cells, GranMono prog, CMP, lin, T cells, CLP, LMPPs, Monocytes","MSPCAdipo, Chondrocytes, NK cells, B cell, Fibroblasts, Dendritic cells, Osteo, Neutrophils, Osteoblasts, T cells, MSPCOsteo, Monocytes"
65,0.15461879026012273,0.0005211175570398475,receive CD34 receive PARs,"EoBaso prog, Mono prog, small preB, GranMono prog, GMP, CMP, MPP, LMPPs, Osteoblasts, T cells","EoBaso prog, Mono prog, Fibroblasts, GranMono prog, GMP, CMP, MPP, ECArteriar, ECArteriolar, Osteoblasts, LMPPs"
1,0.15484718202518125,0.0005111430247453944,receive JAM receive MIF,"MSPCAdipo, small preB, B cell, Fibroblasts, Osteo, Dendritic cells, Pericytes, Neutrophils, proB, Myofibroblasts, Osteoblasts, MSPCOsteo, ECSinusoidal, Monocytes","ECArteriolar, ECArteriar, ECSinusoidal"
81,0.15510742292786742,0.0004999939475600158,receive CCL send EPHA,"B cell, Neutrophils, Monocytes",Osteoblasts
84,0.1553069771469883,0.0004915983566986453,receive KIT send MHC-I,"MSPCAdipo, ECArteriar, ECArteriolar, MSPCOsteo, Pericytes",T cells
78,0.15566252644871556,0.00047696374144828255,receive CXCL receive SEMA4,"Osteoblasts, B cell, Dendritic cells, Monocytes","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal"
58,0.15573162862902648,0.00047416690221230626,send CD52 send SELPLG,"Mono prog, small preB, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, Neutrophils, lin, T cells, proB, CLP, LMPPs, Monocytes","Mono prog, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, Neutrophils, lin, T cells, CLP, LMPPs, ECSinusoidal, Monocytes"
86,0.1557974776459625,0.0004715159304333889,send BST2 receive SEMA4,"Neutro prog, NK cells",Monocytes
87,0.15600338409712525,0.0004633151560211308,send FGF receive SEMA7,MSPCOsteo,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, Myofibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo"
32,0.15613208690855523,0.00045825681285666564,send CCL send SELPLG,"T cells, Neutrophils","Mono prog, Neutro prog, NK cells, B cell, Dendritic cells, GranMono prog, CMP, Neutrophils, CLP, LMPPs, ECSinusoidal, Monocytes"
25,0.15702700131707067,0.0004244801172603782,send CCL send PECAM1,"Neutrophils, Monocytes","ECArteriolar, Schwanncells, ECArteriar, ECSinusoidal"
24,0.15702700131707067,0.0004244801172603782,send CCL receive PECAM1,"ECArteriolar, Schwanncells, ECArteriar, ECSinusoidal","Neutrophils, Monocytes"
34,0.15716098460215538,0.0004196274032669539,send MHC-I receive MIF,"Osteo, Mk prog, Neutrophils, Smoothmuscle, LMPPs, MSPCOsteo, Pericytes, EoBaso prog, NK cells, Neutro prog, Dendritic cells, MEP, GranMono prog, EryMk prog, HSC, MPP, lin, proB, large preB, ECArteriar, CLP, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, B cell, Erythroblasts, ECSinusoidal, small preB, Fibroblasts, Ery prog, Schwanncells, GMP, CMP, Myofibroblasts, Osteoblasts, T cells",T cells
69,0.15734521411570312,0.00041303913226714735,send SEMA4 send SELPLG,"Mono prog, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, Neutrophils, lin, T cells, CLP, LMPPs, Monocytes",Osteoblasts
96,0.15843369853062142,0.0003760386634612356,send CCL send VISFATIN,Neutrophils,"ECArteriolar, ECSinusoidal"
29,0.15850231087773692,0.00037381309433946345,receive CCL send SELPLG,"MSPCAdipo, B cell, Neutrophils, Monocytes","EoBaso prog, Mono prog, small preB, Neutro prog, NK cells, B cell, Dendritic cells, GranMono prog, T cells, lin, Neutrophils, CMP, large preB, CLP, LMPPs, ECSinusoidal, Monocytes"
97,0.15884574023517115,0.0003628566553965572,receive TENASCIN send VISFATIN,"MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo",HSC
98,0.15884574023517115,0.0003628566553965572,receive TENASCIN receive VISFATIN,"Mono prog, Neutro prog, Mk prog, Erythroblasts, Dendritic cells, Ery prog, GranMono prog, MEP, GMP, CMP, HSC, MPP, lin, CLP, Monocytes","MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo"
85,0.159204217585034,0.00035173998697937,receive BAFF send SELL,Neutrophils,"GranMono prog, CMP, ECArteriar, ECArteriolar, LMPPs"
8,0.15943001088699482,0.0003449018426206234,send CCL receive GALECTIN,"EoBaso prog, small preB, Ery prog, MEP, EryMk prog, large preB, proB, CLP",Neutrophils
99,0.1602827455380002,0.0003201793532453351,send ANGPTL send PARs,"Osteo, Mk prog, Smoothmuscle, MSPCOsteo, Pericytes, EryMk prog, MEP, Dendritic cells, large preB, proB, CLP, ECArteriolar, MSPCAdipo, B cell, ECSinusoidal, small preB, Fibroblasts, Ery prog, Myofibroblasts, Osteoblasts","Osteo, Mk prog, Smoothmuscle, MSPCOsteo, Pericytes, EryMk prog, MEP, Dendritic cells, ECArteriar, CLP, ECArteriolar, MSPCAdipo, Chondrocytes, B cell, ECSinusoidal, Fibroblasts, Ery prog, Myofibroblasts, Osteoblasts"
35,0.16038260488465564,0.00031739496618069326,send IL16 receive SELPLG,"EoBaso prog, Mono prog, small preB, NK cells, Dendritic cells, GranMono prog, T cells, lin, CLP, LMPPs, Monocytes",Dendritic cells
100,0.16057219341918133,0.00031217072870677175,receive CD52 receive IFN-II,"T cells, NK cells, Neutrophils","Mono prog, NK cells, B cell, Dendritic cells, GranMono prog, GMP, MPP, lin, CLP, LMPPs, Monocytes"
18,0.16058855210717024,0.0003117237362395946,send SELL receive SEMA4,"Osteoblasts, B cell, Dendritic cells, Monocytes","Mono prog, GranMono prog, GMP, MPP, CMP, ECArteriar, ECArteriolar, LMPPs"
92,0.16073665605897958,0.0003077039760274673,receive PARs receive SEMA7,"EoBaso prog, Mono prog, Neutro prog, NK cells, GranMono prog, GMP, CMP, MPP, lin, LMPPs",MSPCOsteo
88,0.16214850991995836,0.00027174030060285004,send PECAM1 receive SELL,"Mono prog, small preB, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, CMP, Neutrophils, T cells, CLP, LMPPs, Monocytes","ECArteriolar, Schwanncells, ECArteriar, ECSinusoidal"
89,0.16214850991995836,0.00027174030060285004,receive PECAM1 receive SELL,"Mono prog, small preB, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, CMP, Neutrophils, T cells, CLP, LMPPs, Monocytes","ECArteriolar, Schwanncells, ECArteriar, ECSinusoidal"
56,0.16280218827889537,0.0002564555033403196,send CCL receive CSF,"MSPCAdipo, Smoothmuscle, MSPCOsteo, Pericytes","Neutrophils, Monocytes"
104,0.16312701715204003,0.00024916265567696393,send IL16 send PARs,"Mk prog, EryMk prog, Ery prog, Dendritic cells","Dendritic cells, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
107,0.1640352374651958,0.00022978778681639704,send CD34 receive PECAM1,"ECArteriolar, Schwanncells, ECArteriar, ECSinusoidal",ECSinusoidal
108,0.16403523746519583,0.00022978778681639604,send CD34 send PECAM1,"Schwanncells, ECSinusoidal","ECArteriolar, ECArteriar, ECSinusoidal"
93,0.1642457927377043,0.00022550198104711317,receive CCL send PSAP,"MSPCAdipo, B cell, Neutrophils, Monocytes",Schwanncells
37,0.16436163023819095,0.00022317614801431695,send MHC-II send SELL,"GranMono prog, Mono prog, LMPPs, Dendritic cells","Dendritic cells, GMP, CMP, ECArteriar, ECArteriolar"
94,0.16444008662716372,0.0002216136414292946,send GRN receive SELPLG,"EoBaso prog, Mono prog, small preB, Neutro prog, NK cells, CLP, Dendritic cells, GranMono prog, GMP, CMP, MPP, lin, LMPPs, T cells, Monocytes",Schwanncells
110,0.16461582385789147,0.0002181508038498805,receive CD39 receive ESAM,"HSC, ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes","ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes"
111,0.1646158238578915,0.00021815080384988004,receive CD39 send ESAM,"Smoothmuscle, ECArteriar","HSC, ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes"
49,0.1646981381567102,0.00021654630805348284,receive PARs receive TENASCIN,"Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, Dendritic cells, GranMono prog, MPP, lin, HSC, CLP, Monocytes, Mono prog, B cell, small preB, GMP, CMP, Osteoblasts, T cells","MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo"
113,0.16490923148026274,0.00021248195839664177,send ANGPT send PARs,HSC,"ECArteriolar, ECArteriar, ECSinusoidal"
114,0.16495934516328067,0.00021152762576853184,send PARs receive TENASCIN,"MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo",HSC
52,0.16538682548422934,0.00020354855169039062,send FGF send GALECTIN,"Osteo, Neutrophils, Smoothmuscle, LMPPs, MSPCOsteo, EoBaso prog, Neutro prog, NK cells, EryMk prog, MEP, GranMono prog, Dendritic cells, MPP, lin, CLP, Monocytes, MSPCAdipo, Mono prog, B cell, small preB, Fibroblasts, Schwanncells, GMP, CMP, Myofibroblasts, Osteoblasts, T cells","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, Myofibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo"
117,0.1659221038346358,0.0001939547054722656,send MIF send MHC-I,T cells,HSC
83,0.1669249589737025,0.00017711050795784936,receive APP send MHC-I,"MSPCAdipo, Chondrocytes, Neutro prog, Osteo, Fibroblasts, Schwanncells, ECArteriar, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Monocytes",T cells
3,0.16698941132966613,0.00017607627205801465,receive GALECTIN receive MIF,"Mk prog, Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, EryMk prog, MEP, Dendritic cells, GranMono prog, HSC, MPP, lin, proB, large preB, CLP, Monocytes, Mono prog, B cell, Erythroblasts, small preB, Ery prog, GMP, CMP, T cells","Mk prog, Osteo, Neutrophils, Smoothmuscle, LMPPs, MSPCOsteo, Pericytes, EoBaso prog, NK cells, Neutro prog, Dendritic cells, MEP, EryMk prog, GranMono prog, HSC, lin, MPP, proB, large preB, ECArteriar, CLP, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, B cell, Erythroblasts, ECSinusoidal, small preB, Fibroblasts, Ery prog, Schwanncells, GMP, CMP, Myofibroblasts, Osteoblasts, T cells"
4,0.16752310024630399,0.0001677273976179066,send IL16 send SELL,"GranMono prog, Mono prog, LMPPs, Dendritic cells","Dendritic cells, GMP, CMP, ECArteriar, ECArteriolar"
101,0.16792187031639458,0.00016173308182780612,receive ITGAL-ITGB2 send MHC-I,"NK cells, Dendritic cells","T cells, NK cells"
102,0.16809801574202654,0.00015914977334847513,send ICAM send MHC-I,"T cells, NK cells, Neutrophils","NK cells, Dendritic cells, Neutrophils, Monocytes"
61,0.16934253446903696,0.00014197146776790702,send ANGPT send MHC-I,"T cells, NK cells","ECArteriolar, ECArteriar, ECSinusoidal"
20,0.16951069117703144,0.00013978863479230318,receive PARs send TGFb,"EoBaso prog, Mono prog, NK cells, Neutro prog, B cell, Dendritic cells, GranMono prog, GMP, Neutrophils, MPP, lin, CMP, LMPPs, Monocytes",Osteoblasts
125,0.17012527237260872,0.00013207595416168022,send ESAM receive TENASCIN,"MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo","HSC, ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes"
124,0.17012527237260872,0.00013207595416168022,receive ESAM receive TENASCIN,"MSPCAdipo, Osteo, Fibroblasts, HSC, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes","MSPCAdipo, Osteo, Fibroblasts, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal"
128,0.17142935909881682,0.00011701483274345419,send IL16 send MHC-II,Dendritic cells,Dendritic cells
129,0.17147697248343977,0.00011649675140699488,send PARs send VISFATIN,"Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal","ECArteriolar, ECSinusoidal"
91,0.17242103895538985,0.00010665914007381909,receive GALECTIN send PARs,"EoBaso prog, small preB, Ery prog, MEP, EryMk prog, large preB, proB, CLP","Mk prog, Ery prog, MEP, EryMk prog, Myofibroblasts, ECArteriolar, ECSinusoidal"
9,0.17284647966360384,0.00010248620477704063,receive NOTCH receive SELL,"EoBaso prog, Mono prog, small preB, Neutro prog, NK cells, B cell, Dendritic cells, GranMono prog, CMP, lin, Neutrophils, large preB, CLP, T cells, LMPPs, Monocytes","ECArteriolar, Smoothmuscle, MSPCOsteo, Pericytes"
76,0.17309726519912572,0.00010009885649900285,send ANGPT receive PARs,"EoBaso prog, Mono prog, Neutro prog, NK cells, B cell, Dendritic cells, GranMono prog, GMP, HSC, MPP, lin, Neutrophils, CMP, CLP, LMPPs, Monocytes","ECArteriolar, ECArteriar, ECSinusoidal"
62,0.17326628453069126,9.851951021538411e-05,receive BAFF receive SELPLG,"small preB, T cells, Neutrophils","EoBaso prog, Mono prog, Neutro prog, NK cells, Dendritic cells, GranMono prog, GMP, MPP, lin, CMP, Neutrophils, CLP, LMPPs, Monocytes"
133,0.17339027055406167,9.737590837287462e-05,send CD52 receive CSF,"MSPCAdipo, Smoothmuscle, MSPCOsteo, Pericytes","small preB, Neutro prog, B cell, Dendritic cells, proB, CLP"
134,0.17410461941671157,9.102666969039513e-05,send CXCL send TGFb,"NK cells, Dendritic cells",Osteoblasts
95,0.1742957041544415,8.939557990143184e-05,send SELPLG receive SELL,"Mono prog, Neutro prog, NK cells, B cell, Dendritic cells, GranMono prog, Neutrophils, CMP, T cells, CLP, LMPPs, Monocytes","Mono prog, Neutro prog, NK cells, B cell, Dendritic cells, GranMono prog, Neutrophils, CMP, T cells, CLP, LMPPs, ECSinusoidal, Monocytes"
106,0.1745967434167874,8.688165504059646e-05,send GALECTIN receive GRN,"MSPCAdipo, Mono prog, small preB, Neutro prog, Osteo, Dendritic cells, GranMono prog, lin, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal, Monocytes","GMP, MEP"
118,0.1757830271664144,7.760893035936051e-05,send CD52 receive CCL,"B cell, Neutrophils, Monocytes","small preB, Neutro prog, B cell, Dendritic cells, proB, CLP"
105,0.17707630393497112,6.856624240372464e-05,receive CCL receive IFN-II,"NK cells, Neutrophils","MSPCAdipo, NK cells, B cell, Monocytes"
132,0.1771871775197199,6.783912239041891e-05,send MIF receive MK,"MSPCAdipo, Osteo, MSPCOsteo","B cell, Fibroblasts, Dendritic cells, Myofibroblasts, CLP"
103,0.17768732027832962,6.464862142419298e-05,send ANNEXIN send MHC-I,"T cells, Neutrophils","NK cells, Neutrophils"
123,0.17876447083661381,5.82516996010747e-05,receive CCL send VISTA,"MSPCAdipo, B cell, Neutrophils, Monocytes",Schwanncells
43,0.17910107152130245,5.6378548451208495e-05,receive CXCL receive IFN-II,NK cells,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal, Pericytes"
138,0.17917777175281205,5.595974997975312e-05,receive COLLAGEN send PARs,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes","Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
130,0.17945664575767403,5.4461671530992996e-05,receive GALECTIN send MIF,"EoBaso prog, small preB, EryMk prog, MEP, Ery prog, large preB, proB, CLP",HSC
140,0.1795009356867135,5.422726568427456e-05,send PARs send VISTA,"Mk prog, EryMk prog, Ery prog, MEP, Schwanncells","ECArteriolar, Schwanncells, Myofibroblasts, ECSinusoidal"
45,0.18002639553232316,5.151799885906701e-05,receive ANGPTL receive PECAM1,"MSPCAdipo, Mono prog, small preB, NK cells, EoBaso prog, B cell, MEP, GranMono prog, Schwanncells, Osteoblasts, T cells, Smoothmuscle, MSPCOsteo, ECSinusoidal","MSPCAdipo, MEP, Schwanncells, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal"
44,0.18002639553232316,5.151799885906701e-05,receive ANGPTL send PECAM1,"MSPCAdipo, MEP, Osteoblasts, MSPCOsteo, ECSinusoidal","EoBaso prog, Mono prog, small preB, NK cells, B cell, GranMono prog, Schwanncells, ECArteriar, ECArteriolar, T cells, Smoothmuscle, ECSinusoidal"
141,0.18027152885276368,5.0298315851492644e-05,send CD34 receive NOTCH,"ECArteriolar, Smoothmuscle, MSPCOsteo, Pericytes",ECSinusoidal
109,0.18065425142630534,4.844845991947016e-05,send BST2 receive SELL,"Mono prog, small preB, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, Neutrophils, CMP, T cells, CLP, LMPPs, Monocytes",Monocytes
122,0.18114318263116094,4.6178704350807474e-05,send GALECTIN receive IGF,"MSPCAdipo, Osteo, Fibroblasts, MSPCOsteo, Pericytes","Neutro prog, MEP, GMP, MPP, lin, CLP"
82,0.18186319511252297,4.301849310884706e-05,receive APP send LCK,"MSPCAdipo, Mono prog, Chondrocytes, Neutro prog, Osteo, Fibroblasts, Monocytes, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes",T cells
149,0.18311765834115226,3.799553141355722e-05,send BST2 send CD34,Monocytes,ECSinusoidal
144,0.18374037650193764,3.571338731785624e-05,receive PECAM1 send VISFATIN,"small preB, B cell, GranMono prog, Schwanncells, ECArteriar, ECArteriolar, ECSinusoidal",HSC
142,0.18374037650193764,3.571338731785624e-05,send PECAM1 send VISFATIN,"GranMono prog, small preB, B cell, HSC","Schwanncells, HSC, ECArteriar, ECArteriolar, ECSinusoidal"
143,0.1837403765019377,3.5713387317856175e-05,receive PECAM1 receive VISFATIN,"Mono prog, small preB, Neutro prog, Mk prog, Erythroblasts, Dendritic cells, Ery prog, GranMono prog, MEP, B cell, GMP, CMP, HSC, MPP, lin, CLP, Monocytes","Mk prog, Neutro prog, Dendritic cells, MEP, GranMono prog, HSC, MPP, lin, ECArteriar, CLP, ECArteriolar, Monocytes, Mono prog, B cell, Erythroblasts, ECSinusoidal, Ery prog, Schwanncells, GMP, CMP"
145,0.1837403765019377,3.5713387317856175e-05,send PECAM1 receive VISFATIN,"Mono prog, Neutro prog, Mk prog, Erythroblasts, Dendritic cells, Ery prog, GranMono prog, MEP, GMP, CMP, HSC, MPP, lin, CLP, Monocytes","small preB, B cell, GranMono prog, Schwanncells, ECArteriar, ECArteriolar, ECSinusoidal"
55,0.18452479431243266,3.302305750119382e-05,send MHC-I receive PARs,"EoBaso prog, Mono prog, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, GMP, Neutrophils, lin, MPP, CMP, LMPPs, Monocytes","T cells, NK cells"
