,Correlation,Adj. P-val,Name,Interacting Cell Type Pathway 1,Interacting Cell Type Pathway 2
38,-0.24840605412181116,1.80968180287516e-08,send CCL send MHC-II,Neutrophils,Dendritic cells
24,-0.2419547573339644,4.289344546669622e-08,receive APP receive SPP1,"Osteo, Neutrophils, Smoothmuscle, MSPCOsteo, Pericytes, Neutro prog, NK cells, Dendritic cells, ECArteriar, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, B cell, ECSinusoidal, small preB, Fibroblasts, Schwanncells, Myofibroblasts, Osteoblasts, T cells","Osteo, Smoothmuscle, MSPCOsteo, Pericytes, Neutro prog, NK cells, Dendritic cells, ECArteriar, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, B cell, ECSinusoidal, Fibroblasts, Schwanncells, Myofibroblasts, Osteoblasts"
41,-0.24178358980445758,4.387241007024973e-08,send MHC-II send VCAM,Dendritic cells,HSC
40,-0.2417782044651001,4.3903558418700594e-08,send MHC-II receive VCAM,"EoBaso prog, Neutro prog, NK cells, Erythroblasts, Dendritic cells, Ery prog, EryMk prog, GranMono prog, MEP, CMP, HSC, CLP, T cells, Monocytes",Dendritic cells
27,-0.24109641819167021,4.80244759187895e-08,send MHC-I send SEMA4,"T cells, NK cells","MSPCAdipo, Osteoblasts, MSPCOsteo"
25,-0.23981149349798525,5.682975911475884e-08,receive APP send MIF,"Osteo, Neutrophils, Smoothmuscle, MSPCOsteo, Pericytes, Neutro prog, GranMono prog, ECArteriar, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, ECSinusoidal, Fibroblasts, Schwanncells, GMP, Myofibroblasts, Osteoblasts","B cell, Fibroblasts, Dendritic cells, Myofibroblasts, CLP"
23,-0.2356580135954678,9.729236643653955e-08,receive APP send SELL,"MSPCAdipo, Mono prog, Chondrocytes, Neutro prog, Osteo, Fibroblasts, Pericytes, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Monocytes","Mono prog, GranMono prog, GMP, CMP, MPP, lin, ECArteriar, ECArteriolar, LMPPs"
12,-0.23552402152234533,9.897825346949397e-08,receive APP send CCL,"MSPCAdipo, Mono prog, Chondrocytes, Neutro prog, Osteo, Fibroblasts, Pericytes, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Monocytes","Neutrophils, Monocytes"
35,-0.23501550163985765,1.0563667485747984e-07,send APP send MHC-I,"T cells, NK cells","B cell, Dendritic cells, CLP"
42,-0.23225671033827647,1.499989700766493e-07,send COMPLEMENT receive PTN,"Schwanncells, Osteoblasts, Osteo","Neutrophils, Monocytes"
37,-0.2314943134368232,1.6513379262841993e-07,receive APP send COMPLEMENT,"MSPCAdipo, Mono prog, Chondrocytes, Neutro prog, Osteo, Fibroblasts, Pericytes, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Monocytes","Neutrophils, Monocytes"
45,-0.22919921580813196,2.2011178215561272e-07,receive CSF send MHC-I,"MSPCAdipo, Smoothmuscle, MSPCOsteo, Pericytes","T cells, NK cells"
48,-0.2259009410182729,3.3092346504943313e-07,send ANGPT send COMPLEMENT,"Neutrophils, Monocytes","ECArteriolar, ECArteriar, ECSinusoidal"
46,-0.22507868001620135,3.6598074088458984e-07,receive APP send VISTA,"MSPCAdipo, Mono prog, Chondrocytes, Neutro prog, Osteo, Fibroblasts, Pericytes, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Monocytes",Schwanncells
44,-0.220019496160659,6.743470417446423e-07,receive IFN-II send MHC-I,NK cells,"T cells, NK cells"
39,-0.2191153045836362,7.510413958609179e-07,receive JAM send MIF,"Osteo, Schwanncells, ECArteriar, ECArteriolar, Osteoblasts, Smoothmuscle, ECSinusoidal, Pericytes","B cell, Fibroblasts, Dendritic cells, Myofibroblasts, CLP"
50,-0.21750654887518364,9.086692835834041e-07,send ANNEXIN receive MK,"MSPCAdipo, Osteo, MSPCOsteo",Neutrophils
36,-0.2119139042435613,1.7425332068488414e-06,send CCL send PARs,"Neutrophils, Monocytes",HSC
31,-0.21054979223247997,2.037096643875499e-06,send CCL receive PARs,"EoBaso prog, Mono prog, small preB, Neutro prog, NK cells, B cell, Dendritic cells, GranMono prog, GMP, MPP, lin, Neutrophils, CMP, HSC, CLP, LMPPs, Monocytes","Neutrophils, Monocytes"
30,-0.209666903146017,2.252556455715315e-06,send CCL send ESAM,"Neutrophils, Monocytes","ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes"
29,-0.209666903146017,2.252556455715315e-06,send CCL receive ESAM,"ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes","Neutrophils, Monocytes"
58,-0.20838509313316902,2.604575261483933e-06,receive CEACAM receive PTN,"Schwanncells, Osteoblasts, Osteo, Dendritic cells","Schwanncells, Osteoblasts, Osteo, ECSinusoidal"
47,-0.20822862977694756,2.6509867915011044e-06,send ANGPT send SELL,"Mono prog, GranMono prog, GMP, CMP, MPP, ECArteriar, ECArteriolar, LMPPs, ECSinusoidal","ECArteriolar, ECArteriar, ECSinusoidal"
59,-0.20728379140336017,2.9485219275676995e-06,send ANGPT send VISTA,Schwanncells,"ECArteriolar, ECArteriar, ECSinusoidal"
56,-0.20573870921292478,3.505025020953967e-06,receive CD52 send MHC-II,"Mono prog, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, GMP, MPP, Neutrophils, T cells, lin, CMP, CLP, LMPPs, Monocytes",Dendritic cells
60,-0.20520898312978492,3.7179508234951736e-06,send ANNEXIN receive PTN,"Schwanncells, Osteo, Osteoblasts",Neutrophils
51,-0.20293952183669434,4.77836572477716e-06,send MIF send MHC-I,"T cells, NK cells","B cell, Fibroblasts, Dendritic cells, Myofibroblasts, CLP"
43,-0.20162574092241464,5.518328185760345e-06,receive CD52 send MHC-I,"Mono prog, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, GMP, Neutrophils, lin, MPP, CMP, CLP, T cells, LMPPs, Monocytes","T cells, NK cells"
65,-0.20148380782361688,5.604518106449715e-06,send ESAM send MIF,"B cell, Fibroblasts, Dendritic cells, Myofibroblasts, CLP, Smoothmuscle, Pericytes","Fibroblasts, ECArteriar, Myofibroblasts, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes"
66,-0.2014838078236168,5.604518106449779e-06,receive ESAM send MIF,"ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes","B cell, Fibroblasts, Dendritic cells, Myofibroblasts, CLP"
57,-0.2005903302393502,6.177312489667177e-06,send JAM send PARs,"Mk prog, Osteo, Ery prog, EryMk prog, MEP, Schwanncells, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes","Chondrocytes, Osteo, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes"
61,-0.20007096444964914,6.535501454981255e-06,send ANGPT receive CCL,"MSPCAdipo, B cell, Neutrophils, Monocytes","ECArteriolar, ECArteriar, ECSinusoidal"
68,-0.1994966022219108,6.954667961472939e-06,send ANGPT send SEMA4,"MSPCAdipo, Osteoblasts, MSPCOsteo","ECArteriolar, ECArteriar, ECSinusoidal"
49,-0.1988536190605182,7.454306101481901e-06,send MHC-II send SELL,"GranMono prog, Mono prog, LMPPs, Dendritic cells","Dendritic cells, GMP, CMP, MPP, ECArteriar, ECArteriolar"
52,-0.19868149348419578,7.593756941462732e-06,receive PARs send SELL,"EoBaso prog, Mono prog, Neutro prog, NK cells, B cell, Dendritic cells, GranMono prog, GMP, MPP, lin, Neutrophils, CMP, HSC, LMPPs, Monocytes","Mono prog, GranMono prog, GMP, CMP, MPP, lin, ECArteriar, ECArteriolar, LMPPs"
53,-0.1964738759070857,9.617874988699423e-06,receive ESAM send SELL,"ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes","Mono prog, GranMono prog, GMP, CMP, MPP, ECArteriar, ECArteriolar, LMPPs"
54,-0.19647387590708565,9.617874988699544e-06,send ESAM send SELL,"Mono prog, GranMono prog, GMP, CMP, MPP, ECArteriar, LMPPs, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes","ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes"
70,-0.19357978933421688,1.3058193368466744e-05,send COMPLEMENT receive MK,"MSPCAdipo, Osteo, MSPCOsteo","Neutrophils, Monocytes"
72,-0.19342824089992328,1.3267327192774748e-05,send MHC-II send NCAM,Dendritic cells,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, Myofibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo"
62,-0.19179183118221832,1.5738086567263046e-05,send ANNEXIN receive PARs,"Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, Dendritic cells, GranMono prog, MPP, lin, HSC, CLP, Monocytes, Mono prog, B cell, small preB, GMP, CMP, Osteoblasts, T cells",Neutrophils
74,-0.1914342490692057,1.6333375658622354e-05,receive CEACAM receive MK,"MSPCAdipo, Osteo, MSPCOsteo, Dendritic cells","MSPCAdipo, Osteo, MSPCOsteo, ECSinusoidal"
69,-0.19074125514339252,1.7548486322930503e-05,send PARs send SELL,"GranMono prog, Mono prog, LMPPs, HSC","GMP, CMP, HSC, MPP, lin, ECArteriar, ECArteriolar"
83,-0.19056177008135042,1.7876926471451013e-05,send ANGPT receive IFN-II,NK cells,"ECArteriolar, ECArteriar, ECSinusoidal"
63,-0.19006974451457062,1.8807490673447892e-05,send JAM send MIF,"B cell, Fibroblasts, Dendritic cells, Osteo, Schwanncells, Myofibroblasts, CLP, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes","Chondrocytes, Osteo, Fibroblasts, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes"
84,-0.1899084795363787,1.9122371260427004e-05,send BST2 send VISTA,Monocytes,Schwanncells
67,-0.1885830587530295,2.1906798160271085e-05,send MHC-II receive SPP1,"MSPCAdipo, Chondrocytes, small preB, Osteo, Fibroblasts, B cell, Neutrophils, Osteoblasts, T cells, MSPCOsteo, Monocytes",Dendritic cells
81,-0.18717807803998587,2.5276432987317363e-05,send COMPLEMENT receive PARs,"EoBaso prog, Mono prog, Neutro prog, NK cells, B cell, Dendritic cells, GranMono prog, GMP, CMP, MPP, lin, Neutrophils, HSC, LMPPs, Monocytes","Neutrophils, Monocytes"
85,-0.1869626364334086,2.583470979427687e-05,receive CEACAM send MHC-II,"ECSinusoidal, Dendritic cells",Dendritic cells
86,-0.18674567423584812,2.6408730243257175e-05,send MHC-II send SEMA4,Dendritic cells,"MSPCAdipo, MSPCOsteo"
87,-0.18670434363338864,2.651944168461508e-05,send ANNEXIN send PARs,Neutrophils,HSC
89,-0.1861346726138242,2.809095065247891e-05,send BST2 send COMPLEMENT,"Neutrophils, Monocytes",Monocytes
75,-0.18540646495752525,3.0228559794441537e-05,receive CCL receive PARs,"EoBaso prog, Mono prog, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, GMP, Neutrophils, MPP, lin, CMP, HSC, LMPPs, Monocytes","EoBaso prog, Mono prog, MSPCAdipo, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, GMP, MPP, lin, Neutrophils, CMP, HSC, LMPPs, Monocytes"
64,-0.1848482149812568,3.197068705460296e-05,send ANNEXIN receive APP,"MSPCAdipo, Mono prog, Chondrocytes, Neutro prog, Osteo, Fibroblasts, Pericytes, Schwanncells, Neutrophils, MPP, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Monocytes",Neutrophils
91,-0.18019119445868242,5.069498877041705e-05,receive PTN receive VCAM,"EoBaso prog, NK cells, Neutro prog, Erythroblasts, Dendritic cells, Ery prog, EryMk prog, GranMono prog, MEP, CMP, HSC, CLP, T cells, Monocytes","Schwanncells, Osteoblasts, Osteo"
92,-0.18018646903957714,5.071841362614315e-05,receive PTN send VCAM,"Schwanncells, Osteoblasts, Osteo",HSC
93,-0.17978110598754243,5.276639360945807e-05,receive CCL send PARs,"MSPCAdipo, B cell, Neutrophils, Monocytes",HSC
78,-0.1793430661783061,5.5067176964157e-05,receive APP receive IFN-II,"Neutro prog, NK cells","MSPCAdipo, Mono prog, Chondrocytes, NK cells, Osteo, Fibroblasts, Pericytes, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Monocytes"
73,-0.17891205875621133,5.742326559907347e-05,receive JAM send PARs,"Osteo, Schwanncells, ECArteriar, ECArteriolar, Osteoblasts, Smoothmuscle, ECSinusoidal, Pericytes","Mk prog, EryMk prog, MEP, Ery prog, Myofibroblasts, ECArteriolar, ECSinusoidal"
94,-0.17874959399312176,5.833582884817717e-05,send COMPLEMENT send PARs,"Neutrophils, Monocytes",HSC
90,-0.1779581531376127,6.298056734803778e-05,send MHC-I receive SPP1,"MSPCAdipo, Chondrocytes, small preB, Osteo, Fibroblasts, Neutrophils, Osteoblasts, T cells, MSPCOsteo, Monocytes",T cells
79,-0.1771287767946198,6.822120860419086e-05,send MHC-I send NCAM,"T cells, NK cells","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, Myofibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo"
76,-0.17594307678339824,7.643180435355e-05,receive APP receive VCAM,"EoBaso prog, Mono prog, NK cells, Neutro prog, Erythroblasts, Dendritic cells, Ery prog, EryMk prog, GranMono prog, MEP, CMP, HSC, CLP, T cells, Monocytes","Osteo, Smoothmuscle, MSPCOsteo, Pericytes, EoBaso prog, NK cells, Neutro prog, Dendritic cells, EryMk prog, GranMono prog, MEP, HSC, ECArteriar, CLP, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, Erythroblasts, ECSinusoidal, Fibroblasts, Ery prog, Schwanncells, CMP, Myofibroblasts, Osteoblasts"
77,-0.1759430767833982,7.643180435355022e-05,receive APP send VCAM,"MSPCAdipo, Mono prog, Chondrocytes, Neutro prog, Osteo, Fibroblasts, Pericytes, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Monocytes",HSC
99,-0.17573768005250523,7.794554142150842e-05,send ANGPT send VCAM,HSC,"ECArteriolar, ECArteriar, ECSinusoidal"
98,-0.1757348110382402,7.796688429970694e-05,send ANGPT receive VCAM,"EoBaso prog, Neutro prog, NK cells, Erythroblasts, Dendritic cells, Ery prog, EryMk prog, GranMono prog, MEP, CMP, HSC, CLP, T cells, Monocytes","ECArteriolar, ECArteriar, ECSinusoidal"
82,-0.1749326067876799,8.415556644743961e-05,receive APP receive CD52,"Mono prog, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, GMP, Neutrophils, lin, MPP, CMP, CLP, T cells, LMPPs, Monocytes","Osteo, LMPPs, Smoothmuscle, MSPCOsteo, Pericytes, NK cells, Neutro prog, Dendritic cells, GranMono prog, MPP, lin, ECArteriar, CLP, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, B cell, ECSinusoidal, Fibroblasts, Schwanncells, GMP, CMP, Myofibroblasts, Osteoblasts"
95,-0.17238598646067174,0.00010700998678958408,send ANGPT receive CD52,"Mono prog, CLP, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, GMP, Neutrophils, lin, MPP, CMP, LMPPs, T cells, Monocytes","ECArteriolar, ECArteriar, ECSinusoidal"
88,-0.17144958719857906,0.00011679446665176911,receive CXCL send MHC-I,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal, Pericytes","T cells, NK cells"
105,-0.1706938946448366,0.0001252977077952586,send APP send MHC-II,Dendritic cells,"B cell, Dendritic cells, CLP"
96,-0.16974370688487492,0.00013681592387422916,receive CCL send ESAM,"MSPCAdipo, B cell, Neutrophils, Monocytes","ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes"
97,-0.16974370688487492,0.00013681592387422916,receive CCL receive ESAM,"MSPCAdipo, B cell, Monocytes, Neutrophils, Smoothmuscle, Pericytes","MSPCAdipo, ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes"
55,-0.16961047137004653,0.0001385083336519396,send CD52 send GALECTIN,"EoBaso prog, Mono prog, small preB, Neutro prog, B cell, NK cells, EryMk prog, Dendritic cells, GranMono prog, Neutrophils, CMP, T cells, proB, CLP, LMPPs, Monocytes","Osteo, Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, EryMk prog, Dendritic cells, GranMono prog, proB, CLP, Monocytes, Mono prog, B cell, small preB, Fibroblasts, CMP, Osteoblasts, T cells"
71,-0.16925528296796843,0.00014311664687600303,receive APP receive CCL,"MSPCAdipo, Mono prog, Neutro prog, B cell, Osteo, Pericytes, Schwanncells, Neutrophils, Myofibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo, Monocytes","MSPCAdipo, Mono prog, Chondrocytes, Neutro prog, Osteo, Fibroblasts, B cell, Pericytes, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Monocytes"
80,-0.16819942117523107,0.00015768019507315242,receive CEACAM send MHC-I,"ECSinusoidal, Dendritic cells","T cells, NK cells"
108,-0.16597859943942558,0.00019296722874771228,receive ADIPONECTIN receive PTN,"Schwanncells, Osteoblasts, Osteo","MSPCAdipo, MSPCOsteo"
114,-0.16527324128164017,0.00020564068888468393,send BST2 send VCAM,Monocytes,HSC
113,-0.16526895490385282,0.00020572003373327393,send BST2 receive VCAM,"EoBaso prog, Neutro prog, NK cells, Erythroblasts, Dendritic cells, Ery prog, EryMk prog, GranMono prog, MEP, CMP, HSC, CLP, T cells, Monocytes",Monocytes
106,-0.1648106814112848,0.00021437045181746836,receive ADIPONECTIN send MIF,"MSPCAdipo, MSPCOsteo","B cell, Fibroblasts, Dendritic cells, Myofibroblasts, CLP"
109,-0.16463163538083,0.0002178417398514946,receive ANGPTL send MIF,"Chondrocytes, Osteo, Fibroblasts, Pericytes","B cell, Fibroblasts, Dendritic cells, Myofibroblasts, CLP"
107,-0.16292797423704056,0.0002536080782059161,receive MK receive VCAM,"EoBaso prog, NK cells, Neutro prog, Erythroblasts, Dendritic cells, Ery prog, EryMk prog, GranMono prog, MEP, CMP, HSC, CLP, T cells, Monocytes","MSPCAdipo, Osteo, MSPCOsteo"
120,-0.16247432850873447,0.000264018389774068,receive CEACAM send MIF,"ECSinusoidal, Dendritic cells","B cell, Fibroblasts, Dendritic cells, Myofibroblasts, CLP"
101,-0.16196273813609188,0.0002762370512272004,receive APP receive SELE,"MSPCAdipo, Mono prog, Neutro prog, Osteo, Fibroblasts, Pericytes, Schwanncells, Myofibroblasts, Osteoblasts, MSPCOsteo, ECSinusoidal, Monocytes","ECArteriolar, Chondrocytes, ECArteriar, ECSinusoidal"
124,-0.16177795054810196,0.0002807788760425372,send ESAM send VISTA,"Schwanncells, Smoothmuscle","Schwanncells, ECArteriar, ECArteriolar, ECSinusoidal, Pericytes"
125,-0.16177795054810193,0.00028077887604253786,receive ESAM send VISTA,"ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes",Schwanncells
111,-0.16084669948698474,0.0003047486256787632,receive PARs receive VCAM,"Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, EryMk prog, Dendritic cells, GranMono prog, MEP, HSC, MPP, lin, Monocytes, Mono prog, B cell, Erythroblasts, Ery prog, GMP, CMP, T cells","Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, Dendritic cells, MEP, GranMono prog, EryMk prog, MPP, lin, HSC, CLP, Monocytes, Mono prog, B cell, Erythroblasts, Ery prog, GMP, CMP"
112,-0.16084669948698474,0.0003047486256787632,receive PARs send VCAM,"EoBaso prog, Mono prog, NK cells, Neutro prog, B cell, Dendritic cells, GranMono prog, GMP, MPP, lin, CMP, Neutrophils, HSC, LMPPs, Monocytes",HSC
127,-0.16027932358212854,0.000320275170682373,send MPZ send PARs,"MSPCAdipo, Mk prog, Fibroblasts, EryMk prog, Ery prog, MEP, Osteo, Schwanncells, Myofibroblasts, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, Myofibroblasts, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal"
128,-0.15976714421306792,0.0003349221962216046,send LIFR send PARs,"MSPCAdipo, Osteo, Mk prog, Ery prog, EryMk prog, MEP, Myofibroblasts, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal","MSPCAdipo, Chondrocytes, Osteo, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal"
129,-0.15965434257401903,0.0003382309100012063,send CD52 send CXCL,"NK cells, Dendritic cells","B cell, Dendritic cells, CLP"
130,-0.159654342574019,0.00033823091000120624,send CXCL send CD52,"proB, Neutro prog, small preB","NK cells, Dendritic cells"
132,-0.15904301809213278,0.0003566990263489998,receive IFN-II send MHC-II,NK cells,Dendritic cells
118,-0.15845349314005142,0.0003753953243912452,receive ANGPTL send MHC-I,"Chondrocytes, Osteo, Fibroblasts, Pericytes",T cells
131,-0.15816446120377156,0.0003848917197620892,send CD52 receive PTN,"Schwanncells, Osteoblasts, Osteo","small preB, Neutro prog, B cell, Dendritic cells, proB, CLP"
134,-0.15776018084362303,0.0003985506298395873,send CXCL send PARs,"NK cells, Mk prog, EryMk prog, Ery prog, Dendritic cells","Mk prog, Dendritic cells, MEP, Ery prog, EryMk prog, Myofibroblasts, ECArteriolar, ECSinusoidal"
